Fecha,Cliente,Elemento,Arbitro,PesoSeco,PesoTotal,An_Vendedor,An_Comprador,An_Arbitro,Diferencia_Vendedor_Comprador,Diferencia_Arbitro_Vendedor
2022-06-05,Cliente A,CU,Arbitro Cordillera,580911.14,50539.62,31.027,29.762,29.232,1.265,-1.795
2022-07-24,Cliente C,AU,Arbitro Andes,124665.62,74705.21,0.48,0.503,0.521,-0.023,0.041
2024-03-23,Cliente A,CU,Arbitro Andes,231580.22,54586.48,23.976,22.095,25.055,1.881,1.079
2023-09-27,Cliente H,CU,Arbitro Meridiano,143772.77,19230.27,27.222,29.095,29.192,-1.873,1.97
2022-03-30,Cliente A,AG,Arbitro Meridiano,359855.84,8132.45,15.043,14.017,14.966,1.026,-0.077
2023-04-29,Cliente E,CU,Arbitro Pacifico,552840.58,15319.29,25.129,24.531,25.102,0.598,-0.027
2022-06-17,Cliente G,CU,Arbitro Austral,186261.2,26885.36,30.064,33.756,32.301,-3.692,2.237
2022-09-07,Cliente E,AU,Arbitro Austral,242373.28,20604.08,0.279,0.289,0.289,-0.01,0.01
2023-07-06,Cliente H,CU,Arbitro Cordillera,595700.58,45879.88,33.058,30.998,31.683,2.06,-1.375
2024-01-05,Cliente D,AU,Arbitro Meridiano,410911.06,50804.44,1.25,1.118,1.121,0.132,-0.129
2022-12-09,Cliente B,CU,Arbitro Pacifico,92821.66,23056.95,26.683,25.621,24.942,1.062,-1.741
2022-01-03,Cliente C,CU,Arbitro Pacifico,189895.1,76199.68,19.856,20.487,22.106,-0.631,2.25
2023-06-30,Cliente A,AG,Arbitro Cordillera,351099.07,69936.33,19.011,18.851,18.963,0.16,-0.048
2024-01-09,Cliente C,AS,Arbitro Pacifico,167000.78,40992.22,0.133,0.142,0.147,-0.009,0.014
2022-12-29,Cliente F,CU,Arbitro Austral,483779.07,65528.46,25.06,30.027,26.632,-4.967,1.572
2023-07-20,Cliente F,CU,Arbitro Austral,50486.43,23662.68,27.859,30.652,29.233,-2.793,1.374
2024-01-27,Cliente D,CU,Arbitro Austral,518008.81,48079.6,27.823,25.669,26.107,2.154,-1.716
2022-07-27,Cliente F,CU,Arbitro Andes,634062.97,59259.17,29.012,33.362,33.669,-4.35,4.657
2023-03-04,Cliente F,CU,Arbitro Pacifico,550126.31,56542.73,27.006,25.511,25.621,1.495,-1.385
2023-11-06,Cliente E,AG,Arbitro Pacifico,296946.0,67878.69,34.292,36.802,36.568,-2.51,2.276
2023-01-15,Cliente G,AG,Arbitro Pacifico,147210.74,40591.36,23.208,23.424,23.343,-0.216,0.135
2023-11-18,Cliente E,CU,Arbitro Meridiano,310426.57,89159.94,23.567,25.089,23.246,-1.522,-0.321
2024-02-20,Cliente G,AG,Arbitro Meridiano,211926.61,24738.69,32.497,32.866,33.215,-0.369,0.718
2022-05-05,Cliente C,AG,Arbitro Andes,648992.04,52554.7,30.522,32.11,30.279,-1.588,-0.243
2024-04-22,Cliente F,CU,Arbitro Pacifico,429314.47,43527.09,26.196,26.295,29.324,-0.099,3.128
2024-06-06,Cliente F,CU,Arbitro Pacifico,196528.16,39391.6,32.341,33.2,32.757,-0.859,0.416
2022-01-20,Cliente F,CU,Arbitro Cordillera,290489.89,30003.54,21.243,19.733,20.202,1.51,-1.041
2022-03-15,Cliente F,CU,Arbitro Meridiano,414126.6,47260.58,33.858,33.22,34.452,0.638,0.594
2024-01-28,Cliente E,CU,Arbitro Andes,537382.01,16019.2,29.249,31.788,28.51,-2.539,-0.739
2023-03-25,Cliente H,AG,Arbitro Andes,59645.45,48165.04,13.471,12.88,13.492,0.591,0.021
2022-01-28,Cliente G,CU,Arbitro Andes,244814.45,6268.53,30.014,29.58,30.049,0.434,0.035
2022-09-12,Cliente F,AG,Arbitro Andes,184057.76,45509.72,33.414,38.441,37.523,-5.027,4.109
2023-04-20,Cliente C,CU,Arbitro Cordillera,147680.69,80749.94,28.504,25.559,27.357,2.945,-1.147
2022-02-16,Cliente A,AG,Arbitro Cordillera,211681.89,59265.88,36.182,33.148,34.167,3.034,-2.015
2022-02-14,Cliente E,AS,Arbitro Cordillera,332981.2,52996.11,0.178,0.167,0.178,0.011,0.0
2022-11-16,Cliente H,CU,Arbitro Pacifico,244158.35,74392.65,32.327,33.417,33.464,-1.09,1.137
2024-05-21,Cliente F,CU,Arbitro Meridiano,444665.7,79727.36,23.986,23.434,25.526,0.552,1.54
2022-07-20,Cliente G,CU,Arbitro Andes,568184.99,39073.06,21.764,20.562,22.217,1.202,0.453
2023-10-18,Cliente E,AU,Arbitro Andes,309356.34,46327.51,2.39,2.272,2.409,0.118,0.019
2022-09-19,Cliente C,AG,Arbitro Austral,260016.77,51072.12,25.663,22.494,24.866,3.169,-0.797
2023-02-17,Cliente H,AG,Arbitro Andes,453108.33,55068.47,29.183,28.134,28.177,1.049,-1.006
2023-07-27,Cliente G,CU,Arbitro Austral,246581.78,72637.73,29.569,29.983,30.789,-0.414,1.22
2023-01-24,Cliente F,AU,Arbitro Cordillera,425296.57,76595.55,2.414,2.569,2.487,-0.155,0.073
2023-05-29,Cliente G,AG,Arbitro Pacifico,165906.66,71927.88,23.279,25.809,24.1,-2.53,0.821
2022-07-10,Cliente D,AG,Arbitro Cordillera,469551.49,46985.85,30.583,29.928,30.077,0.655,-0.506
2022-07-16,Cliente B,CU,Arbitro Cordillera,294798.0,34733.04,20.866,21.699,21.974,-0.833,1.108
2023-08-07,Cliente A,CU,Arbitro Austral,415820.82,58758.53,25.549,27.009,26.468,-1.46,0.919
2022-08-25,Cliente D,AS,Arbitro Austral,296067.33,57336.41,0.056,0.059,0.056,-0.003,0.0
2024-01-15,Cliente H,CU,Arbitro Cordillera,235226.55,87815.71,21.611,22.265,21.258,-0.654,-0.353
2022-01-23,Cliente H,CU,Arbitro Meridiano,630844.87,69799.97,28.881,26.113,28.034,2.768,-0.847
2022-01-16,Cliente H,CU,Arbitro Cordillera,119566.09,72438.24,30.491,28.809,30.108,1.682,-0.383
2023-07-30,Cliente E,CU,Arbitro Pacifico,165595.43,28207.85,25.134,20.576,23.893,4.558,-1.241
2022-09-20,Cliente C,AS,Arbitro Andes,309696.92,45552.18,0.1,0.09,0.099,0.01,-0.001
2022-01-26,Cliente A,CU,Arbitro Meridiano,516007.93,43965.94,26.338,27.142,27.937,-0.804,1.599
2023-02-01,Cliente C,AG,Arbitro Austral,282275.39,47624.99,33.62,29.809,30.542,3.811,-3.078
2023-09-04,Cliente G,CU,Arbitro Austral,594912.33,13551.13,25.775,26.031,26.059,-0.256,0.284
2023-07-27,Cliente D,CU,Arbitro Austral,354904.32,85303.43,34.566,34.61,31.675,-0.044,-2.891
2022-06-11,Cliente G,CU,Arbitro Cordillera,189205.1,85452.61,21.902,20.164,23.088,1.738,1.186
2022-10-07,Cliente C,AU,Arbitro Andes,332606.61,65102.41,1.85,1.757,1.695,0.093,-0.155
2023-06-27,Cliente C,CU,Arbitro Cordillera,545138.73,86488.16,25.377,26.314,27.104,-0.937,1.727
2023-04-04,Cliente D,AG,Arbitro Pacifico,422509.39,33125.42,26.998,27.01,29.483,-0.012,2.485
2022-06-04,Cliente H,AU,Arbitro Meridiano,422235.63,49217.08,2.276,2.36,2.293,-0.084,0.017
2022-05-29,Cliente D,CU,Arbitro Cordillera,162440.81,44646.7,28.41,25.516,26.686,2.894,-1.724
2023-06-03,Cliente H,AG,Arbitro Austral,647052.91,88628.06,38.973,38.601,38.308,0.372,-0.665
2022-12-07,Cliente E,AG,Arbitro Austral,95203.5,47905.65,19.313,16.917,17.679,2.396,-1.634
2022-03-05,Cliente B,CU,Arbitro Pacifico,405827.44,81501.68,19.257,20.071,20.884,-0.814,1.627
2023-09-15,Cliente F,AS,Arbitro Meridiano,426274.69,19445.17,0.35,0.368,0.362,-0.018,0.012
2024-06-05,Cliente E,CU,Arbitro Meridiano,302564.36,40800.02,24.544,23.199,24.655,1.345,0.111
2023-09-16,Cliente A,CU,Arbitro Austral,261318.05,13558.36,20.939,21.151,19.736,-0.212,-1.203
2023-12-14,Cliente A,AU,Arbitro Andes,351936.89,87707.82,0.376,0.37,0.406,0.006,0.03
2022-03-12,Cliente F,AS,Arbitro Pacifico,605479.84,19845.9,0.115,0.106,0.106,0.009,-0.009
2022-07-09,Cliente B,CU,Arbitro Pacifico,556911.08,11019.3,25.916,25.095,25.903,0.821,-0.013
2023-08-28,Cliente D,CU,Arbitro Pacifico,502194.65,61292.95,32.355,33.382,32.659,-1.027,0.304
2023-06-18,Cliente F,CU,Arbitro Andes,90620.11,13972.27,35.212,32.761,32.032,2.451,-3.18
2023-03-19,Cliente F,CU,Arbitro Austral,285661.95,18381.56,22.824,20.484,20.836,2.34,-1.988
2022-07-12,Cliente A,AS,Arbitro Cordillera,603201.04,37958.48,0.34,0.297,0.309,0.043,-0.031
2022-02-24,Cliente E,CU,Arbitro Andes,196156.49,6637.45,31.508,31.454,29.193,0.054,-2.315
2023-11-22,Cliente B,AG,Arbitro Austral,239061.74,43151.3,37.125,39.105,36.694,-1.98,-0.431
2023-05-14,Cliente D,AG,Arbitro Austral,272763.09,25725.36,10.944,11.159,10.342,-0.215,-0.602
2022-09-30,Cliente F,CU,Arbitro Meridiano,268993.11,14352.72,30.736,28.493,32.252,2.243,1.516
2022-03-26,Cliente C,AG,Arbitro Andes,115173.74,69942.51,31.973,35.358,33.581,-3.385,1.608
2024-01-29,Cliente H,AS,Arbitro Pacifico,513936.36,70604.92,0.411,0.436,0.434,-0.025,0.023
2022-05-27,Cliente B,CU,Arbitro Andes,208271.47,88066.18,24.408,23.125,23.184,1.283,-1.224
2023-11-09,Cliente D,CU,Arbitro Cordillera,617148.98,27990.54,28.366,24.589,26.447,3.777,-1.919
2022-12-19,Cliente G,AG,Arbitro Meridiano,540196.1,71403.09,27.17,25.415,28.34,1.755,1.17
2023-03-15,Cliente A,AU,Arbitro Andes,549673.98,78558.96,0.782,0.767,0.698,0.015,-0.084
2022-09-03,Cliente B,AG,Arbitro Austral,530211.81,9193.81,37.687,36.577,38.498,1.11,0.811
2023-07-24,Cliente H,CU,Arbitro Cordillera,574227.63,61708.59,28.6,24.9,26.943,3.7,-1.657
2022-11-09,Cliente B,AS,Arbitro Austral,517651.68,16923.65,0.345,0.32,0.348,0.025,0.003
2022-08-10,Cliente A,CU,Arbitro Meridiano,168625.45,58623.03,21.964,21.515,21.088,0.449,-0.876
2023-08-01,Cliente B,CU,Arbitro Pacifico,238216.92,67328.16,20.976,24.085,22.543,-3.109,1.567
2022-09-01,Cliente E,AG,Arbitro Austral,196858.37,6984.52,5.551,6.268,5.584,-0.717,0.033
2023-05-27,Cliente D,CU,Arbitro Pacifico,135324.66,64938.21,25.524,21.904,24.128,3.62,-1.396
2023-01-15,Cliente G,CU,Arbitro Austral,324330.02,18366.48,29.147,30.671,28.958,-1.524,-0.189
2022-08-12,Cliente D,CU,Arbitro Meridiano,423048.96,60770.96,29.544,32.533,29.933,-2.989,0.389
2022-06-08,Cliente F,CU,Arbitro Andes,174553.2,32436.73,20.531,20.254,20.522,0.277,-0.009
2023-06-19,Cliente D,AS,Arbitro Meridiano,268066.12,40234.03,0.266,0.26,0.26,0.006,-0.006
2022-02-17,Cliente C,AG,Arbitro Austral,535100.99,73458.92,22.184,20.123,21.469,2.061,-0.715
2024-03-14,Cliente H,CU,Arbitro Austral,148167.38,77059.29,26.05,23.599,24.168,2.451,-1.882
2023-10-02,Cliente D,AS,Arbitro Cordillera,475316.75,19225.0,0.053,0.057,0.053,-0.004,0.0
2022-04-25,Cliente A,AS,Arbitro Andes,558861.78,85700.9,0.062,0.063,0.063,-0.001,0.001
2023-01-01,Cliente F,AU,Arbitro Andes,102945.39,18794.87,0.266,0.289,0.274,-0.023,0.008
2022-04-07,Cliente B,AG,Arbitro Andes,521514.89,54729.77,28.392,29.932,29.372,-1.54,0.98
2024-05-28,Cliente E,CU,Arbitro Cordillera,399006.18,55107.02,22.019,20.463,20.023,1.556,-1.996
2023-06-03,Cliente D,CU,Arbitro Andes,425802.62,62319.74,23.053,23.052,23.818,0.001,0.765
2023-05-25,Cliente D,CU,Arbitro Meridiano,340597.29,44637.86,33.294,32.184,34.9,1.11,1.606
2024-04-11,Cliente C,CU,Arbitro Meridiano,171711.1,85023.11,29.254,27.209,26.721,2.045,-2.533
2023-08-30,Cliente E,CU,Arbitro Andes,126139.87,70737.63,24.381,24.694,24.712,-0.313,0.331
2023-05-20,Cliente F,CU,Arbitro Pacifico,243082.68,84754.85,35.515,33.798,33.948,1.717,-1.567
2022-10-23,Cliente C,AS,Arbitro Meridiano,140863.88,39659.61,0.463,0.517,0.472,-0.054,0.009
2022-03-27,Cliente C,CU,Arbitro Pacifico,269464.53,4411.44,22.994,26.599,25.207,-3.605,2.213
2024-03-31,Cliente E,CU,Arbitro Austral,585752.9,52447.94,22.865,24.915,24.085,-2.05,1.22
2022-12-16,Cliente D,CU,Arbitro Pacifico,166702.6,76966.15,32.023,30.31,30.777,1.713,-1.246
2022-10-16,Cliente B,CU,Arbitro Meridiano,442036.33,47854.6,32.999,32.776,31.987,0.223,-1.012
2023-10-16,Cliente F,AG,Arbitro Andes,300342.73,86426.43,14.235,14.94,13.678,-0.705,-0.557
2022-12-01,Cliente G,CU,Arbitro Austral,383375.78,61537.84,33.688,32.278,30.81,1.41,-2.878
2023-10-11,Cliente F,AG,Arbitro Pacifico,60640.11,80078.62,29.991,29.501,29.331,0.49,-0.66
2024-06-05,Cliente C,CU,Arbitro Pacifico,76019.56,88971.15,34.7,34.243,35.217,0.457,0.517
2023-10-26,Cliente E,AS,Arbitro Pacifico,324556.89,49729.78,0.261,0.248,0.258,0.013,-0.003
2024-01-05,Cliente A,AG,Arbitro Meridiano,592195.56,20871.8,35.275,30.09,32.683,5.185,-2.592
2023-09-10,Cliente B,AG,Arbitro Meridiano,359839.2,22834.49,14.984,14.552,14.637,0.432,-0.347
2024-05-21,Cliente C,CU,Arbitro Andes,93925.17,51334.51,23.223,20.599,23.162,2.624,-0.061
2024-05-10,Cliente H,CU,Arbitro Andes,180690.21,50325.26,24.85,23.473,25.963,1.377,1.113
2024-04-18,Cliente D,AG,Arbitro Austral,574170.72,54412.71,6.55,5.492,5.608,1.058,-0.942
2023-03-01,Cliente E,AS,Arbitro Andes,348481.87,81703.1,0.429,0.406,0.414,0.023,-0.015
2023-10-02,Cliente A,CU,Arbitro Pacifico,212075.14,33407.76,19.794,20.503,21.176,-0.709,1.382
2022-10-08,Cliente D,AG,Arbitro Cordillera,315487.31,28876.06,27.761,30.287,29.328,-2.526,1.567
2023-04-04,Cliente B,CU,Arbitro Andes,300674.81,63420.01,32.728,32.173,31.291,0.555,-1.437
2023-04-27,Cliente C,AS,Arbitro Cordillera,229316.23,21848.74,0.588,0.605,0.586,-0.017,-0.002
2024-02-10,Cliente D,CU,Arbitro Andes,475997.62,47184.12,18.881,21.652,20.47,-2.771,1.589
2022-07-08,Cliente E,CU,Arbitro Pacifico,255767.2,25886.11,29.505,31.846,31.017,-2.341,1.512
2023-06-29,Cliente H,AU,Arbitro Cordillera,504312.12,24855.65,1.667,1.552,1.688,0.115,0.021
2023-09-08,Cliente C,AG,Arbitro Meridiano,648199.25,71511.39,11.493,12.099,12.159,-0.606,0.666
2022-08-30,Cliente F,CU,Arbitro Meridiano,101145.48,33408.46,23.752,23.498,24.814,0.254,1.062
2023-08-15,Cliente F,AU,Arbitro Pacifico,618806.7,22115.56,1.884,1.972,2.049,-0.088,0.165
2023-09-14,Cliente G,AU,Arbitro Pacifico,563676.0,17724.23,0.882,0.876,0.867,0.006,-0.015
2023-08-25,Cliente E,CU,Arbitro Cordillera,367540.01,80853.99,22.687,23.522,22.776,-0.835,0.089
2023-04-09,Cliente A,CU,Arbitro Andes,380949.98,85201.34,20.776,20.522,21.261,0.254,0.485
2023-03-08,Cliente E,CU,Arbitro Meridiano,572196.21,79172.07,29.845,32.746,32.632,-2.901,2.787
2022-02-20,Cliente B,CU,Arbitro Cordillera,332984.2,73801.29,23.97,25.176,23.234,-1.206,-0.736
2023-05-11,Cliente D,AU,Arbitro Austral,517057.27,70168.21,0.836,0.782,0.837,0.054,0.001
2024-03-19,Cliente D,CU,Arbitro Andes,603949.38,28572.55,32.239,35.96,31.652,-3.721,-0.587
2023-05-02,Cliente C,AG,Arbitro Andes,432726.72,68843.72,23.885,22.763,23.199,1.122,-0.686
2022-02-05,Cliente E,CU,Arbitro Austral,546545.0,27389.19,25.618,26.831,25.629,-1.213,0.011
2023-04-04,Cliente G,CU,Arbitro Andes,414011.97,57498.84,26.814,25.96,26.637,0.854,-0.177
2023-07-31,Cliente A,CU,Arbitro Pacifico,474130.99,43639.52,27.164,24.692,23.362,2.472,-3.802
2024-05-03,Cliente F,CU,Arbitro Meridiano,513597.45,11575.15,24.56,25.296,24.54,-0.736,-0.02
2022-12-30,Cliente D,CU,Arbitro Pacifico,140608.29,30900.31,26.343,30.606,27.611,-4.263,1.268
2024-04-30,Cliente C,AG,Arbitro Pacifico,645496.03,42253.76,30.676,28.079,28.362,2.597,-2.314
2022-11-26,Cliente H,CU,Arbitro Pacifico,71852.52,49512.36,29.988,29.455,29.121,0.533,-0.867
2022-03-24,Cliente D,AG,Arbitro Andes,215890.46,62480.56,31.324,33.155,32.59,-1.831,1.266
2022-06-04,Cliente B,AG,Arbitro Cordillera,329378.74,35933.48,24.374,25.117,24.992,-0.743,0.618
2023-09-16,Cliente B,CU,Arbitro Pacifico,269332.87,33482.84,26.703,27.125,25.271,-0.422,-1.432
2023-04-07,Cliente B,CU,Arbitro Austral,167781.56,38928.89,22.076,22.387,21.716,-0.311,-0.36
2022-10-11,Cliente A,CU,Arbitro Meridiano,78731.05,45672.87,26.96,27.031,26.945,-0.071,-0.015
2023-08-20,Cliente D,CU,Arbitro Andes,139666.57,51076.24,27.235,28.276,30.821,-1.041,3.586
2024-04-14,Cliente B,AS,Arbitro Austral,427674.28,4234.08,0.411,0.383,0.401,0.028,-0.01
2023-03-06,Cliente B,AG,Arbitro Andes,617227.06,69543.13,24.341,25.178,24.724,-0.837,0.383
2023-09-10,Cliente F,AG,Arbitro Austral,171323.57,69552.47,18.224,17.861,18.626,0.363,0.402
2022-10-11,Cliente A,CU,Arbitro Meridiano,352880.58,69216.98,24.757,25.47,25.566,-0.713,0.809
2023-12-19,Cliente H,CU,Arbitro Pacifico,580177.58,40791.19,23.864,23.282,23.111,0.582,-0.753
2023-09-08,Cliente A,AU,Arbitro Andes,360387.85,3280.81,1.351,1.519,1.409,-0.168,0.058
2022-11-04,Cliente G,AU,Arbitro Pacifico,374923.06,73182.16,0.249,0.272,0.28,-0.023,0.031
2022-11-24,Cliente H,AU,Arbitro Meridiano,611909.63,79921.09,0.888,0.894,0.988,-0.006,0.1
2024-04-15,Cliente D,AG,Arbitro Austral,203315.2,11716.26,29.538,25.849,28.148,3.689,-1.39
2024-03-05,Cliente C,CU,Arbitro Pacifico,292669.47,45273.27,20.637,22.696,22.298,-2.059,1.661
2023-01-15,Cliente F,CU,Arbitro Meridiano,383228.14,72476.18,25.564,29.825,28.983,-4.261,3.419
2023-06-02,Cliente G,AU,Arbitro Austral,629197.91,17747.56,2.357,2.519,2.403,-0.162,0.046
2022-05-11,Cliente H,CU,Arbitro Pacifico,86080.42,52246.96,25.797,26.169,27.041,-0.372,1.244
2022-08-27,Cliente H,CU,Arbitro Austral,296172.17,9309.28,28.752,27.912,28.64,0.84,-0.112
2022-08-05,Cliente C,AG,Arbitro Andes,164607.58,15771.25,13.143,11.44,11.795,1.703,-1.348
2024-01-22,Cliente B,CU,Arbitro Pacifico,133986.19,28903.45,33.476,36.625,33.598,-3.149,0.122
2022-04-06,Cliente B,CU,Arbitro Pacifico,503317.51,65019.83,38.976,36.392,34.745,2.584,-4.231
2022-04-09,Cliente A,CU,Arbitro Pacifico,418774.92,74204.79,21.981,23.303,23.177,-1.322,1.196
2022-03-05,Cliente A,AU,Arbitro Cordillera,171121.3,63861.0,2.052,2.11,1.979,-0.058,-0.073
2024-01-20,Cliente E,CU,Arbitro Cordillera,612964.8,16769.4,24.167,23.987,23.99,0.18,-0.177
2024-06-15,Cliente D,CU,Arbitro Meridiano,384623.7,88413.19,22.765,21.616,22.02,1.149,-0.745
2022-10-08,Cliente C,AU,Arbitro Austral,216807.42,8559.33,0.478,0.505,0.459,-0.027,-0.019
2023-11-05,Cliente E,AG,Arbitro Pacifico,241240.95,68798.95,15.874,16.116,16.747,-0.242,0.873
2022-07-06,Cliente D,CU,Arbitro Cordillera,545706.37,20322.34,27.868,24.453,26.943,3.415,-0.925
2023-07-06,Cliente A,CU,Arbitro Meridiano,480849.07,28253.83,26.737,25.904,26.48,0.833,-0.257
2022-07-10,Cliente F,CU,Arbitro Andes,279813.18,26363.81,27.852,28.706,29.859,-0.854,2.007
2022-02-03,Cliente A,CU,Arbitro Pacifico,595574.0,45671.76,23.207,23.04,23.301,0.167,0.094
2024-06-14,Cliente H,AU,Arbitro Meridiano,387936.23,14492.96,2.056,2.255,2.186,-0.199,0.13
2023-08-06,Cliente E,AG,Arbitro Pacifico,80393.46,14191.9,10.659,10.56,10.904,0.099,0.245
2023-08-26,Cliente G,CU,Arbitro Austral,343269.34,37434.71,24.439,24.91,25.111,-0.471,0.672
2022-09-28,Cliente F,CU,Arbitro Austral,79028.96,58317.66,32.654,32.356,30.809,0.298,-1.845
2023-03-15,Cliente F,AU,Arbitro Cordillera,86441.18,38180.14,2.03,1.97,2.082,0.06,0.052
2022-06-03,Cliente H,CU,Arbitro Cordillera,449647.46,41041.75,35.539,32.632,33.203,2.907,-2.336
2023-06-28,Cliente G,CU,Arbitro Andes,488737.65,20409.37,34.846,31.456,34.318,3.39,-0.528
2022-04-16,Cliente B,AG,Arbitro Andes,222928.66,73717.26,24.515,32.163,29.182,-7.648,4.667
2024-06-06,Cliente G,CU,Arbitro Andes,609502.57,10742.51,24.686,24.554,24.7,0.132,0.014
2024-03-27,Cliente D,AU,Arbitro Meridiano,589007.05,14484.99,0.183,0.177,0.192,0.006,0.009
2023-03-24,Cliente C,CU,Arbitro Andes,370499.88,71682.1,18.608,19.431,19.899,-0.823,1.291
2022-09-20,Cliente G,AG,Arbitro Andes,387414.58,33882.25,23.689,24.588,24.849,-0.899,1.16
2024-06-06,Cliente E,AS,Arbitro Cordillera,323521.08,41233.37,0.468,0.447,0.433,0.021,-0.035
2023-02-27,Cliente D,CU,Arbitro Andes,51288.09,37349.66,24.872,23.632,22.764,1.24,-2.108
2023-01-31,Cliente A,AG,Arbitro Meridiano,101860.72,30624.85,27.121,29.116,26.691,-1.995,-0.43
2022-03-31,Cliente A,CU,Arbitro Meridiano,187879.4,21958.23,21.612,20.208,22.222,1.404,0.61
2023-09-23,Cliente G,AU,Arbitro Meridiano,444853.17,87739.79,0.91,0.837,0.837,0.073,-0.073
2023-06-29,Cliente C,CU,Arbitro Meridiano,181084.55,85142.91,32.712,32.194,32.141,0.518,-0.571
2023-01-19,Cliente G,AS,Arbitro Cordillera,620435.69,24754.06,0.155,0.159,0.155,-0.004,0.0
2023-08-11,Cliente B,AG,Arbitro Meridiano,441327.64,30193.64,40.291,40.878,41.147,-0.587,0.856
2023-07-31,Cliente F,CU,Arbitro Andes,414975.56,58335.45,36.836,36.092,35.253,0.744,-1.583
2022-08-31,Cliente H,CU,Arbitro Meridiano,95091.57,73738.95,33.503,31.758,33.066,1.745,-0.437
2022-07-01,Cliente B,CU,Arbitro Andes,394366.31,48855.95,29.24,32.52,30.166,-3.28,0.926
2024-02-17,Cliente B,CU,Arbitro Austral,145320.31,46727.39,31.031,28.94,30.968,2.091,-0.063
2023-06-10,Cliente G,AU,Arbitro Meridiano,531248.4,4754.96,2.19,2.124,2.142,0.066,-0.048
2022-06-17,Cliente G,CU,Arbitro Pacifico,77295.62,70436.52,27.146,25.978,26.76,1.168,-0.386
2023-07-20,Cliente G,CU,Arbitro Meridiano,427345.15,14787.02,32.833,32.982,31.201,-0.149,-1.632
2023-07-30,Cliente B,CU,Arbitro Andes,459243.39,28812.03,35.458,34.863,34.658,0.595,-0.8
2023-08-15,Cliente C,AG,Arbitro Cordillera,74859.07,52649.13,41.11,37.839,39.684,3.271,-1.426
2024-04-06,Cliente D,CU,Arbitro Austral,598172.02,6095.97,32.643,31.01,32.406,1.633,-0.237
2023-04-09,Cliente A,AU,Arbitro Cordillera,612762.58,48451.15,1.137,1.141,1.178,-0.004,0.041
2024-06-01,Cliente A,CU,Arbitro Austral,223996.83,80328.81,20.87,18.217,19.452,2.653,-1.418
2024-02-14,Cliente C,AU,Arbitro Pacifico,414693.89,76684.38,2.277,2.148,2.257,0.129,-0.02
2022-07-23,Cliente C,CU,Arbitro Pacifico,317675.44,42481.95,30.181,32.557,32.636,-2.376,2.455
2023-02-28,Cliente H,CU,Arbitro Cordillera,187643.64,43235.18,28.855,30.859,29.085,-2.004,0.23
2023-10-02,Cliente C,CU,Arbitro Cordillera,241923.1,32677.55,28.112,30.899,29.734,-2.787,1.622
2023-01-19,Cliente F,CU,Arbitro Andes,623468.64,68302.0,21.284,20.191,20.606,1.093,-0.678
2022-11-14,Cliente G,CU,Arbitro Pacifico,464882.2,64353.55,31.636,36.104,35.034,-4.468,3.398
2022-06-24,Cliente E,AG,Arbitro Pacifico,268391.23,68467.18,30.018,30.709,29.997,-0.691,-0.021
2022-06-03,Cliente B,CU,Arbitro Meridiano,499043.84,64363.9,34.58,32.465,34.174,2.115,-0.406
2023-08-26,Cliente F,CU,Arbitro Austral,234580.04,12745.79,31.024,33.333,33.261,-2.309,2.237
2022-12-11,Cliente B,AG,Arbitro Pacifico,339622.67,16066.22,23.027,22.195,22.307,0.832,-0.72
2023-03-15,Cliente B,CU,Arbitro Meridiano,480932.28,32842.08,20.712,20.829,19.891,-0.117,-0.821
2022-04-09,Cliente B,CU,Arbitro Cordillera,635519.28,18746.42,21.775,22.456,23.59,-0.681,1.815
2023-12-05,Cliente A,CU,Arbitro Meridiano,224780.1,33099.33,27.583,27.691,27.285,-0.108,-0.298
2023-07-31,Cliente H,CU,Arbitro Pacifico,531242.46,44570.49,22.522,23.954,23.725,-1.432,1.203
2023-05-06,Cliente E,CU,Arbitro Pacifico,563470.13,80365.69,34.693,33.69,34.249,1.003,-0.444
2022-10-27,Cliente B,AS,Arbitro Pacifico,171639.29,79288.86,0.232,0.248,0.24,-0.016,0.008
2022-02-04,Cliente C,AG,Arbitro Cordillera,76903.35,14163.98,14.623,15.834,13.979,-1.211,-0.644
2023-08-12,Cliente A,CU,Arbitro Austral,531017.5,53470.04,27.864,29.144,28.735,-1.28,0.871
2022-09-15,Cliente B,CU,Arbitro Pacifico,83211.06,62323.24,22.495,23.481,22.607,-0.986,0.112
2024-05-03,Cliente C,CU,Arbitro Cordillera,265399.12,7840.04,22.706,21.318,22.556,1.388,-0.15
2023-06-18,Cliente E,CU,Arbitro Cordillera,74816.52,21737.45,30.049,33.138,31.256,-3.089,1.207
2022-04-27,Cliente C,AS,Arbitro Meridiano,258954.7,81605.66,0.379,0.372,0.368,0.007,-0.011
2022-04-16,Cliente D,AG,Arbitro Austral,130397.19,18194.05,11.847,11.59,11.954,0.257,0.107
2022-06-22,Cliente H,CU,Arbitro Austral,224942.13,80523.81,22.349,25.271,23.6,-2.922,1.251
2022-08-12,Cliente E,CU,Arbitro Austral,274637.33,69699.6,28.179,26.936,26.261,1.243,-1.918
2023-01-29,Cliente G,AG,Arbitro Andes,57569.8,31809.99,34.065,39.392,36.841,-5.327,2.776
2023-09-09,Cliente G,CU,Arbitro Andes,626814.65,37814.21,24.56,26.28,25.338,-1.72,0.778
2022-02-08,Cliente C,AG,Arbitro Cordillera,137734.73,44566.45,11.424,12.227,11.582,-0.803,0.158
