comment_id,video_seed_id,fecha,categoria_real,comentario,likes
c002187,seed_eco_2,2025-08-08,Economia,"llevo dias viendo videos sobre precios, la gasolina cada vez es peor",5
c002188,seed_eco_3,2025-08-08,Economia,"interesante el analisis sobre inversion y salario, deberian hacer una segunda parte",2
c002229,seed_cli_1,2025-08-08,Clima y Energia,"clima otra vez en tendencias, la energia va para largo",1
c002215,seed_ent_3,2025-08-08,Entretenimiento,yo creo que estreno y serie se van a poner peor el proximo mes,1
c002191,seed_eco_3,2025-08-08,Economia,"no puedo creer lo que paso con ahorro y salario, alguien mas lo vio",2
c002227,seed_cli_1,2025-08-08,Clima y Energia,"todos hablando de energia y de lluvia, menos los medios tradicionales",4
c002202,seed_ent_1,2025-08-08,Entretenimiento,"llevo dias viendo videos sobre streaming, la pelicula cada vez es peor",0
c002204,seed_ent_3,2025-08-08,Entretenimiento,"interesante el analisis sobre festival y cancion, deberian hacer una segunda parte",3
c002212,seed_ent_2,2025-08-09,Entretenimiento,"llevo dias viendo videos sobre actor, la director cada vez es peor",0
c002218,seed_dep_3,2025-08-09,Deportes,yo creo que portero y medalla se van a poner peor el proximo mes,4
c002199,seed_eco_5,2025-08-09,Economia,"llevo dias viendo videos sobre impuestos, la desempleo cada vez es peor",10
c002224,seed_dep_3,2025-08-09,Deportes,"mi familia esta afectada por transferencia, tambien por equipo, gracias por cubrir el tema",4
c002196,seed_eco_3,2025-08-10,Economia,"todos hablando de precios y de salario, menos los medios tradicionales",3
c002222,seed_dep_2,2025-08-10,Deportes,porque nadie habla de estadio y arbitro en las noticias grandes,2
c002216,seed_ent_4,2025-08-10,Entretenimiento,"primera vez que escucho de pelicula, alguien me explica que paso con trailer",0
c002201,seed_ent_4,2025-08-10,Entretenimiento,yo creo que serie y festival se van a poner peor el proximo mes,5
c002197,seed_eco_4,2025-08-10,Economia,"mi familia esta afectada por ahorro, tambien por empleo, gracias por cubrir el tema",2
c002195,seed_eco_5,2025-08-10,Economia,"primera vez que escucho de inversion, alguien me explica que paso con mercado",3
c002190,seed_eco_4,2025-08-10,Economia,"primera vez que escucho de precios, alguien me explica que paso con salario",5
c002186,seed_eco_5,2025-08-10,Economia,"primera vez que escucho de sueldo, alguien me explica que paso con empleo",3
c002223,seed_dep_5,2025-08-10,Deportes,"todos hablando de campeonato y de jugador, menos los medios tradicionales",4
c002264,seed_dep_5,2025-08-11,Deportes,"primera vez que escucho de partido, alguien me explica que paso con jugador",4
c002234,seed_eco_4,2025-08-11,Economia,"mercado otra vez en tendencias, la desempleo va para largo",5
c002243,seed_eco_4,2025-08-11,Economia,"llevo dias viendo videos sobre sueldo, la credito cada vez es peor",4
c002247,seed_eco_1,2025-08-11,Economia,"todos hablando de deuda y de inversion, menos los medios tradicionales",3
c002238,seed_eco_2,2025-08-11,Economia,"todos hablando de inflacion y de impuestos, menos los medios tradicionales",3
c002246,seed_eco_4,2025-08-12,Economia,"llevo dias viendo videos sobre inflacion, la desempleo cada vez es peor",1
c002263,seed_dep_1,2025-08-12,Deportes,"todos hablando de medalla y de campeonato, menos los medios tradicionales",2
c002265,seed_dep_1,2025-08-12,Deportes,"todos hablando de liga y de estadio, menos los medios tradicionales",2
c002253,seed_ent_4,2025-08-12,Entretenimiento,"actriz otra vez en tendencias, la estreno va para largo",5
c002239,seed_eco_2,2025-08-12,Economia,"mi familia esta afectada por precios, tambien por deuda, gracias por cubrir el tema",3
c002237,seed_eco_4,2025-08-12,Economia,"interesante el analisis sobre peso y dolar, deberian hacer una segunda parte",1
c002269,seed_dep_2,2025-08-12,Deportes,yo creo que lesion y medalla se van a poner peor el proximo mes,7
c002257,seed_ent_2,2025-08-12,Entretenimiento,"este canal explico streaming mejor que cualquier noticiero, mencionaron actor",4
c002254,seed_ent_4,2025-08-13,Entretenimiento,yo creo que cancion y streaming se van a poner peor el proximo mes,6
c002255,seed_ent_5,2025-08-13,Entretenimiento,"este canal explico pelicula mejor que cualquier noticiero, mencionaron actriz",3
c002252,seed_ent_2,2025-08-13,Entretenimiento,"primera vez que escucho de pelicula, alguien me explica que paso con concierto",1
c002250,seed_eco_5,2025-08-13,Economia,"todos hablando de salario y de credito, menos los medios tradicionales",5
c002261,seed_ent_5,2025-08-13,Entretenimiento,"no puedo creer lo que paso con actor y director, alguien mas lo vio",1
c002248,seed_eco_4,2025-08-13,Economia,porque nadie habla de dolar y deuda en las noticias grandes,2
c002245,seed_eco_2,2025-08-13,Economia,"este canal explico gasolina mejor que cualquier noticiero, mencionaron deuda",3
c002270,seed_dep_2,2025-08-13,Deportes,"primera vez que escucho de liga, alguien me explica que paso con lesion",3
c002249,seed_eco_4,2025-08-13,Economia,"precios otra vez en tendencias, la deuda va para largo",8
c002256,seed_ent_4,2025-08-14,Entretenimiento,"interesante el analisis sobre actor y cancion, deberian hacer una segunda parte",2
c002262,seed_dep_4,2025-08-14,Deportes,"primera vez que escucho de transferencia, alguien me explica que paso con arbitro",2
c002266,seed_dep_2,2025-08-14,Deportes,porque nadie habla de campeonato y torneo en las noticias grandes,4
c002267,seed_dep_5,2025-08-15,Deportes,"todos hablando de entrenador y de lesion, menos los medios tradicionales",4
c002268,seed_dep_4,2025-08-15,Deportes,"llevo dias viendo videos sobre seleccion, la torneo cada vez es peor",4
c002273,seed_cli_5,2025-08-15,Clima y Energia,yo creo que sequia y huracan se van a poner peor el proximo mes,1
c002233,seed_eco_4,2025-08-15,Economia,"este canal explico empleo mejor que cualquier noticiero, mencionaron gasolina",3
c002232,seed_eco_4,2025-08-15,Economia,"mi familia esta afectada por desempleo, tambien por sueldo, gracias por cubrir el tema",5
c002260,seed_ent_1,2025-08-15,Entretenimiento,"todos hablando de concierto y de actriz, menos los medios tradicionales",4
c002241,seed_eco_2,2025-08-15,Economia,"este canal explico mercado mejor que cualquier noticiero, mencionaron gasolina",2
c002236,seed_eco_3,2025-08-15,Economia,"todos hablando de precios y de ahorro, menos los medios tradicionales",5
c002259,seed_ent_2,2025-08-16,Entretenimiento,"este canal explico actriz mejor que cualquier noticiero, mencionaron streaming",2
c002272,seed_cli_1,2025-08-16,Clima y Energia,"mi familia esta afectada por contaminacion, tambien por clima, gracias por cubrir el tema",2
c002271,seed_dep_2,2025-08-16,Deportes,"interesante el analisis sobre seleccion y gol, deberian hacer una segunda parte",5
c002235,seed_eco_1,2025-08-16,Economia,"todos hablando de peso y de salario, menos los medios tradicionales",2
c002251,seed_ent_3,2025-08-16,Entretenimiento,"este canal explico serie mejor que cualquier noticiero, mencionaron streaming",2
c002258,seed_ent_3,2025-08-16,Entretenimiento,"estreno otra vez en tendencias, la actriz va para largo",1
c002242,seed_eco_4,2025-08-17,Economia,"este canal explico impuestos mejor que cualquier noticiero, mencionaron mercado",6
c002244,seed_eco_2,2025-08-17,Economia,"primera vez que escucho de salario, alguien me explica que paso con peso",4
c002274,seed_cli_3,2025-08-17,Clima y Energia,"inundacion otra vez en tendencias, la sequia va para largo",5
c002240,seed_eco_1,2025-08-17,Economia,"todos hablando de desempleo y de credito, menos los medios tradicionales",1
c002310,seed_dep_2,2025-08-18,Deportes,"llevo dias viendo videos sobre medalla, la torneo cada vez es peor",0
c002300,seed_ent_2,2025-08-18,Entretenimiento,"interesante el analisis sobre temporada y premio, deberian hacer una segunda parte",5
c002298,seed_ent_4,2025-08-18,Entretenimiento,"interesante el analisis sobre concierto y cancion, deberian hacer una segunda parte",3
c002289,seed_ent_1,2025-08-18,Entretenimiento,"todos hablando de estreno y de temporada, menos los medios tradicionales",2
c002281,seed_eco_3,2025-08-18,Economia,"llevo dias viendo videos sobre sueldo, la credito cada vez es peor",6
c002275,seed_eco_4,2025-08-19,Economia,"todos hablando de salario y de mercado, menos los medios tradicionales",0
c002276,seed_eco_3,2025-08-19,Economia,"llevo dias viendo videos sobre inflacion, la ahorro cada vez es peor",2
c002313,seed_cli_2,2025-08-19,Clima y Energia,"llevo dias viendo videos sobre calor, la tormenta cada vez es peor",2
c002285,seed_eco_4,2025-08-19,Economia,"gasolina otra vez en tendencias, la credito va para largo",2
c002305,seed_dep_2,2025-08-19,Deportes,"torneo otra vez en tendencias, la seleccion va para largo",4
c002287,seed_eco_3,2025-08-19,Economia,"primera vez que escucho de sueldo, alguien me explica que paso con peso",3
c002315,seed_cli_1,2025-08-19,Clima y Energia,"no puedo creer lo que paso con apagon y tormenta, alguien mas lo vio",4
c002317,seed_cli_5,2025-08-19,Clima y Energia,"primera vez que escucho de apagon, alguien me explica que paso con contaminacion",6
c002280,seed_eco_2,2025-08-20,Economia,"mi familia esta afectada por sueldo, tambien por precios, gracias por cubrir el tema",3
c002299,seed_ent_5,2025-08-20,Entretenimiento,"este canal explico pelicula mejor que cualquier noticiero, mencionaron banda",3
c002292,seed_ent_3,2025-08-20,Entretenimiento,porque nadie habla de streaming y director en las noticias grandes,1
c002302,seed_ent_4,2025-08-20,Entretenimiento,"mi familia esta afectada por actriz, tambien por serie, gracias por cubrir el tema",2
c002286,seed_eco_3,2025-08-20,Economia,"primera vez que escucho de impuestos, alguien me explica que paso con peso",2
c002283,seed_eco_4,2025-08-20,Economia,"mi familia esta afectada por credito, tambien por impuestos, gracias por cubrir el tema",4
c002312,seed_dep_3,2025-08-21,Deportes,"jugador otra vez en tendencias, la medalla va para largo",3
c002294,seed_ent_5,2025-08-21,Entretenimiento,"todos hablando de estreno y de pelicula, menos los medios tradicionales",5
c002295,seed_ent_5,2025-08-21,Entretenimiento,"llevo dias viendo videos sobre actriz, la cancion cada vez es peor",6
c002306,seed_dep_3,2025-08-21,Deportes,"llevo dias viendo videos sobre arbitro, la entrenador cada vez es peor",4
c002314,seed_cli_4,2025-08-21,Clima y Energia,"energia otra vez en tendencias, la huracan va para largo",6
c002316,seed_cli_2,2025-08-21,Clima y Energia,"todos hablando de energia y de sequia, menos los medios tradicionales",2
c002291,seed_ent_4,2025-08-21,Entretenimiento,"este canal explico actor mejor que cualquier noticiero, mencionaron streaming",3
c002304,seed_dep_4,2025-08-22,Deportes,"llevo dias viendo videos sobre jugador, la seleccion cada vez es peor",3
c002309,seed_dep_4,2025-08-23,Deportes,"arbitro otra vez en tendencias, la lesion va para largo",5
c002303,seed_ent_3,2025-08-23,Entretenimiento,porque nadie habla de estreno y guion en las noticias grandes,3
c002301,seed_ent_1,2025-08-23,Entretenimiento,"primera vez que escucho de streaming, alguien me explica que paso con banda",4
c002277,seed_eco_5,2025-08-23,Economia,porque nadie habla de desempleo y inversion en las noticias grandes,5
c002278,seed_eco_4,2025-08-23,Economia,"interesante el analisis sobre peso y salario, deberian hacer una segunda parte",4
c002279,seed_eco_2,2025-08-23,Economia,"mi familia esta afectada por dolar, tambien por precios, gracias por cubrir el tema",1
c002282,seed_eco_2,2025-08-23,Economia,"primera vez que escucho de empleo, alguien me explica que paso con ahorro",4
c002290,seed_ent_2,2025-08-23,Entretenimiento,yo creo que cancion y actriz se van a poner peor el proximo mes,3
c002284,seed_eco_3,2025-08-23,Economia,"este canal explico peso mejor que cualquier noticiero, mencionaron inversion",0
c002296,seed_ent_1,2025-08-23,Entretenimiento,yo creo que streaming y banda se van a poner peor el proximo mes,2
c002297,seed_ent_1,2025-08-23,Entretenimiento,"todos hablando de estreno y de premio, menos los medios tradicionales",4
c002311,seed_dep_4,2025-08-24,Deportes,"lesion otra vez en tendencias, la arbitro va para largo",0
c002288,seed_eco_1,2025-08-24,Economia,"todos hablando de empleo y de precios, menos los medios tradicionales",2
c002308,seed_dep_1,2025-08-24,Deportes,"llevo dias viendo videos sobre entrenador, la portero cada vez es peor",4
c002307,seed_dep_2,2025-08-24,Deportes,"mi familia esta afectada por estadio, tambien por partido, gracias por cubrir el tema",3
c002293,seed_ent_5,2025-08-24,Entretenimiento,porque nadie habla de festival y concierto en las noticias grandes,7
c002351,seed_dep_1,2025-08-25,Deportes,"primera vez que escucho de campeonato, alguien me explica que paso con jugador",1
c002344,seed_ent_1,2025-08-25,Entretenimiento,"no puedo creer lo que paso con premio y concierto, alguien mas lo vio",5
c002349,seed_ent_1,2025-08-25,Entretenimiento,porque nadie habla de temporada y estreno en las noticias grandes,3
c002337,seed_ent_2,2025-08-25,Entretenimiento,"todos hablando de guion y de actriz, menos los medios tradicionales",3
c002328,seed_eco_2,2025-08-25,Economia,porque nadie habla de empleo y inflacion en las noticias grandes,1
c002359,seed_cli_4,2025-08-25,Clima y Energia,porque nadie habla de solar y lluvia en las noticias grandes,3
c002318,seed_eco_2,2025-08-25,Economia,yo creo que peso y deuda se van a poner peor el proximo mes,3
c002319,seed_eco_2,2025-08-25,Economia,"llevo dias viendo videos sobre credito, la empleo cada vez es peor",3
c002320,seed_eco_3,2025-08-25,Economia,"este canal explico ahorro mejor que cualquier noticiero, mencionaron gasolina",3
c002360,seed_cli_3,2025-08-26,Clima y Energia,"primera vez que escucho de solar, alguien me explica que paso con incendio",2
c002340,seed_ent_3,2025-08-26,Entretenimiento,"primera vez que escucho de actriz, alguien me explica que paso con trailer",5
c002339,seed_ent_4,2025-08-26,Entretenimiento,"trailer otra vez en tendencias, la guion va para largo",4
c002350,seed_dep_1,2025-08-26,Deportes,"mi familia esta afectada por equipo, tambien por estadio, gracias por cubrir el tema",5
c002346,seed_ent_3,2025-08-26,Entretenimiento,"todos hablando de trailer y de festival, menos los medios tradicionales",7
c002357,seed_dep_4,2025-08-26,Deportes,"primera vez que escucho de transferencia, alguien me explica que paso con liga",3
c002361,seed_cli_1,2025-08-26,Clima y Energia,porque nadie habla de incendio y sequia en las noticias grandes,0
c002354,seed_dep_2,2025-08-27,Deportes,"no puedo creer lo que paso con partido y transferencia, alguien mas lo vio",5
c002338,seed_ent_1,2025-08-27,Entretenimiento,"no puedo creer lo que paso con temporada y concierto, alguien mas lo vio",2
c002358,seed_dep_3,2025-08-27,Deportes,"primera vez que escucho de transferencia, alguien me explica que paso con seleccion",2
c002326,seed_eco_4,2025-08-27,Economia,"interesante el analisis sobre mercado y inversion, deberian hacer una segunda parte",5
c002348,seed_ent_4,2025-08-27,Entretenimiento,"todos hablando de festival y de estreno, menos los medios tradicionales",2
c002331,seed_ent_3,2025-08-27,Entretenimiento,"no puedo creer lo que paso con streaming y trailer, alguien mas lo vio",4
c002332,seed_ent_2,2025-08-28,Entretenimiento,"llevo dias viendo videos sobre festival, la serie cada vez es peor",6
c002356,seed_dep_1,2025-08-28,Deportes,porque nadie habla de partido y portero en las noticias grandes,6
c002323,seed_eco_2,2025-08-28,Economia,"todos hablando de peso y de inversion, menos los medios tradicionales",7
c002329,seed_eco_1,2025-08-28,Economia,"salario otra vez en tendencias, la precios va para largo",1
c002343,seed_ent_3,2025-08-28,Entretenimiento,"primera vez que escucho de guion, alguien me explica que paso con trailer",4
c002347,seed_ent_4,2025-08-28,Entretenimiento,"no puedo creer lo que paso con director y temporada, alguien mas lo vio",8
c002321,seed_eco_4,2025-08-28,Economia,"impuestos otra vez en tendencias, la credito va para largo",4
c002333,seed_ent_1,2025-08-29,Entretenimiento,porque nadie habla de temporada y trailer en las noticias grandes,3
c002345,seed_ent_2,2025-08-29,Entretenimiento,yo creo que festival y banda se van a poner peor el proximo mes,1
c002325,seed_eco_1,2025-08-29,Economia,"mi familia esta afectada por empleo, tambien por precios, gracias por cubrir el tema",2
c002330,seed_eco_1,2025-08-29,Economia,"todos hablando de precios y de sueldo, menos los medios tradicionales",0
c002342,seed_ent_5,2025-08-30,Entretenimiento,"este canal explico actor mejor que cualquier noticiero, mencionaron actriz",2
c002336,seed_ent_2,2025-08-30,Entretenimiento,"festival otra vez en tendencias, la actriz va para largo",1
c002355,seed_dep_3,2025-08-30,Deportes,yo creo que entrenador y campeonato se van a poner peor el proximo mes,3
c002362,seed_cli_4,2025-08-31,Clima y Energia,"interesante el analisis sobre lluvia y clima, deberian hacer una segunda parte",2
c002322,seed_eco_3,2025-08-31,Economia,"este canal explico ahorro mejor que cualquier noticiero, mencionaron credito",3
c002324,seed_eco_1,2025-08-31,Economia,"llevo dias viendo videos sobre dolar, la peso cada vez es peor",3
c002327,seed_eco_4,2025-08-31,Economia,yo creo que deuda y precios se van a poner peor el proximo mes,3
c002363,seed_cli_3,2025-08-31,Clima y Energia,yo creo que renovables y huracan se van a poner peor el proximo mes,4
c002334,seed_ent_3,2025-08-31,Entretenimiento,"primera vez que escucho de guion, alguien me explica que paso con streaming",1
c002353,seed_dep_2,2025-08-31,Deportes,"todos hablando de seleccion y de jugador, menos los medios tradicionales",2
c002352,seed_dep_3,2025-08-31,Deportes,"todos hablando de lesion y de campeonato, menos los medios tradicionales",5
c002335,seed_ent_4,2025-08-31,Entretenimiento,"no puedo creer lo que paso con actriz y director, alguien mas lo vio",1
c002341,seed_ent_4,2025-08-31,Entretenimiento,"no puedo creer lo que paso con estreno y serie, alguien mas lo vio",0
c002381,seed_ent_2,2025-09-01,Entretenimiento,"interesante el analisis sobre guion y temporada, deberian hacer una segunda parte",2
c002382,seed_ent_2,2025-09-01,Entretenimiento,"guion otra vez en tendencias, la temporada va para largo",3
c002365,seed_eco_1,2025-09-01,Economia,"llevo dias viendo videos sobre inflacion, la sueldo cada vez es peor",4
c002373,seed_eco_1,2025-09-01,Economia,"llevo dias viendo videos sobre gasolina, la deuda cada vez es peor",3
c002388,seed_ent_5,2025-09-01,Entretenimiento,"llevo dias viendo videos sobre temporada, la streaming cada vez es peor",3
c002370,seed_eco_1,2025-09-01,Economia,"llevo dias viendo videos sobre inversion, la inflacion cada vez es peor",3
c002375,seed_eco_1,2025-09-02,Economia,yo creo que sueldo y peso se van a poner peor el proximo mes,2
c002379,seed_ent_5,2025-09-02,Entretenimiento,"banda otra vez en tendencias, la estreno va para largo",3
c002404,seed_dep_3,2025-09-02,Deportes,"llevo dias viendo videos sobre lesion, la estadio cada vez es peor",7
c002400,seed_dep_5,2025-09-02,Deportes,porque nadie habla de equipo y torneo en las noticias grandes,7
c002401,seed_dep_1,2025-09-02,Deportes,"portero otra vez en tendencias, la medalla va para largo",0
c002399,seed_dep_1,2025-09-03,Deportes,"primera vez que escucho de seleccion, alguien me explica que paso con estadio",6
c002384,seed_ent_4,2025-09-03,Entretenimiento,"actor otra vez en tendencias, la banda va para largo",2
c002402,seed_dep_3,2025-09-03,Deportes,"interesante el analisis sobre jugador y medalla, deberian hacer una segunda parte",6
c002397,seed_dep_2,2025-09-03,Deportes,"este canal explico jugador mejor que cualquier noticiero, mencionaron arbitro",1
c002398,seed_dep_3,2025-09-03,Deportes,"interesante el analisis sobre portero y jugador, deberian hacer una segunda parte",4
c002376,seed_eco_1,2025-09-03,Economia,"gasolina otra vez en tendencias, la credito va para largo",3
c002378,seed_ent_3,2025-09-03,Entretenimiento,"temporada otra vez en tendencias, la serie va para largo",2
c002410,seed_cli_2,2025-09-03,Clima y Energia,"interesante el analisis sobre sismo y huracan, deberian hacer una segunda parte",1
c002368,seed_eco_2,2025-09-03,Economia,"impuestos otra vez en tendencias, la salario va para largo",5
c002380,seed_ent_5,2025-09-03,Entretenimiento,"llevo dias viendo videos sobre estreno, la festival cada vez es peor",5
c002406,seed_cli_2,2025-09-04,Clima y Energia,"interesante el analisis sobre inundacion y tormenta, deberian hacer una segunda parte",6
c002411,seed_cli_5,2025-09-04,Clima y Energia,"este canal explico sequia mejor que cualquier noticiero, mencionaron temperatura",2
c002386,seed_ent_1,2025-09-04,Entretenimiento,"todos hablando de estreno y de festival, menos los medios tradicionales",4
c002407,seed_cli_2,2025-09-04,Clima y Energia,"todos hablando de calor y de clima, menos los medios tradicionales",7
c002391,seed_ent_1,2025-09-04,Entretenimiento,"interesante el analisis sobre director y serie, deberian hacer una segunda parte",3
c002395,seed_dep_4,2025-09-04,Deportes,"todos hablando de jugador y de portero, menos los medios tradicionales",0
c002364,seed_eco_4,2025-09-05,Economia,"este canal explico peso mejor que cualquier noticiero, mencionaron empleo",5
c002369,seed_eco_5,2025-09-05,Economia,"no puedo creer lo que paso con peso y gasolina, alguien mas lo vio",3
c002396,seed_dep_5,2025-09-05,Deportes,"primera vez que escucho de seleccion, alguien me explica que paso con transferencia",1
c002405,seed_cli_2,2025-09-05,Clima y Energia,"primera vez que escucho de clima, alguien me explica que paso con sismo",4
c002392,seed_dep_3,2025-09-05,Deportes,"interesante el analisis sobre seleccion y partido, deberian hacer una segunda parte",0
c002389,seed_ent_4,2025-09-05,Entretenimiento,"interesante el analisis sobre actor y premio, deberian hacer una segunda parte",4
c002383,seed_ent_2,2025-09-05,Entretenimiento,porque nadie habla de cancion y concierto en las noticias grandes,5
c002394,seed_dep_1,2025-09-05,Deportes,"no puedo creer lo que paso con seleccion y gol, alguien mas lo vio",1
c002371,seed_eco_3,2025-09-06,Economia,yo creo que inversion y impuestos se van a poner peor el proximo mes,3
c002408,seed_cli_4,2025-09-06,Clima y Energia,yo creo que calor y tormenta se van a poner peor el proximo mes,3
c002385,seed_ent_2,2025-09-06,Entretenimiento,"interesante el analisis sobre banda y pelicula, deberian hacer una segunda parte",5
c002366,seed_eco_4,2025-09-06,Economia,"interesante el analisis sobre peso y empleo, deberian hacer una segunda parte",3
c002377,seed_eco_4,2025-09-06,Economia,"llevo dias viendo videos sobre gasolina, la inflacion cada vez es peor",1
c002393,seed_dep_5,2025-09-06,Deportes,"jugador otra vez en tendencias, la gol va para largo",2
c002409,seed_cli_3,2025-09-07,Clima y Energia,"este canal explico calor mejor que cualquier noticiero, mencionaron energia",5
c002374,seed_eco_5,2025-09-07,Economia,porque nadie habla de credito y mercado en las noticias grandes,5
c002390,seed_ent_3,2025-09-07,Entretenimiento,"este canal explico pelicula mejor que cualquier noticiero, mencionaron concierto",3
c002387,seed_ent_3,2025-09-07,Entretenimiento,"interesante el analisis sobre concierto y actor, deberian hacer una segunda parte",2
c002372,seed_eco_4,2025-09-07,Economia,porque nadie habla de credito y mercado en las noticias grandes,3
c002367,seed_eco_5,2025-09-07,Economia,"llevo dias viendo videos sobre inflacion, la desempleo cada vez es peor",4
c002403,seed_dep_2,2025-09-07,Deportes,"todos hablando de portero y de medalla, menos los medios tradicionales",3
c002449,seed_dep_3,2025-09-08,Deportes,"primera vez que escucho de medalla, alguien me explica que paso con transferencia",3
c002460,seed_cli_3,2025-09-08,Clima y Energia,porque nadie habla de incendio y temperatura en las noticias grandes,2
c002461,seed_cli_2,2025-09-08,Clima y Energia,"mi familia esta afectada por huracan, tambien por lluvia, gracias por cubrir el tema",2
c002434,seed_ent_4,2025-09-08,Entretenimiento,porque nadie habla de serie y streaming en las noticias grandes,4
c002420,seed_eco_5,2025-09-08,Economia,"primera vez que escucho de inflacion, alguien me explica que paso con gasolina",4
c002432,seed_ent_4,2025-09-08,Entretenimiento,"primera vez que escucho de cancion, alguien me explica que paso con concierto",2
c002450,seed_dep_2,2025-09-09,Deportes,"todos hablando de transferencia y de partido, menos los medios tradicionales",5
c002440,seed_ent_4,2025-09-09,Entretenimiento,"primera vez que escucho de festival, alguien me explica que paso con pelicula",4
c002439,seed_ent_5,2025-09-09,Entretenimiento,"interesante el analisis sobre estreno y guion, deberian hacer una segunda parte",5
c002438,seed_ent_5,2025-09-09,Entretenimiento,porque nadie habla de estreno y trailer en las noticias grandes,5
c002428,seed_ent_3,2025-09-09,Entretenimiento,porque nadie habla de streaming y serie en las noticias grandes,2
c002433,seed_ent_5,2025-09-09,Entretenimiento,"este canal explico cancion mejor que cualquier noticiero, mencionaron actor",3
c002459,seed_cli_1,2025-09-09,Clima y Energia,"primera vez que escucho de incendio, alguien me explica que paso con temperatura",3
c002419,seed_eco_5,2025-09-09,Economia,"primera vez que escucho de dolar, alguien me explica que paso con ahorro",5
c002455,seed_dep_5,2025-09-10,Deportes,"todos hablando de estadio y de arbitro, menos los medios tradicionales",2
c002454,seed_dep_2,2025-09-10,Deportes,"mi familia esta afectada por campeonato, tambien por seleccion, gracias por cubrir el tema",5
c002462,seed_cli_4,2025-09-10,Clima y Energia,yo creo que huracan y renovables se van a poner peor el proximo mes,5
c002451,seed_dep_3,2025-09-10,Deportes,porque nadie habla de arbitro y seleccion en las noticias grandes,2
c002430,seed_ent_4,2025-09-10,Entretenimiento,"este canal explico festival mejor que cualquier noticiero, mencionaron trailer",3
c002421,seed_eco_1,2025-09-10,Economia,"todos hablando de salario y de credito, menos los medios tradicionales",2
c002423,seed_eco_2,2025-09-10,Economia,yo creo que precios y mercado se van a poner peor el proximo mes,5
c002453,seed_dep_1,2025-09-11,Deportes,porque nadie habla de gol y transferencia en las noticias grandes,2
c002414,seed_eco_3,2025-09-11,Economia,"este canal explico inversion mejor que cualquier noticiero, mencionaron credito",4
c002415,seed_eco_5,2025-09-11,Economia,"credito otra vez en tendencias, la deuda va para largo",0
c002444,seed_dep_1,2025-09-11,Deportes,"primera vez que escucho de gol, alguien me explica que paso con arbitro",4
c002442,seed_dep_1,2025-09-11,Deportes,porque nadie habla de campeonato y partido en las noticias grandes,1
c002417,seed_eco_1,2025-09-11,Economia,porque nadie habla de sueldo y empleo en las noticias grandes,4
c002424,seed_eco_3,2025-09-11,Economia,"ahorro otra vez en tendencias, la inflacion va para largo",5
c002441,seed_ent_3,2025-09-11,Entretenimiento,"este canal explico estreno mejor que cualquier noticiero, mencionaron concierto",4
c002437,seed_ent_3,2025-09-11,Entretenimiento,"no puedo creer lo que paso con banda y streaming, alguien mas lo vio",0
c002435,seed_ent_3,2025-09-11,Entretenimiento,"primera vez que escucho de concierto, alguien me explica que paso con actriz",2
c002426,seed_eco_2,2025-09-11,Economia,"primera vez que escucho de ahorro, alguien me explica que paso con empleo",1
c002431,seed_ent_5,2025-09-11,Entretenimiento,"todos hablando de guion y de serie, menos los medios tradicionales",4
c002457,seed_cli_2,2025-09-12,Clima y Energia,"primera vez que escucho de inundacion, alguien me explica que paso con incendio",2
c002425,seed_eco_1,2025-09-12,Economia,"mi familia esta afectada por inversion, tambien por dolar, gracias por cubrir el tema",3
c002427,seed_eco_4,2025-09-12,Economia,"no puedo creer lo que paso con credito y salario, alguien mas lo vio",4
c002412,seed_eco_1,2025-09-12,Economia,"este canal explico ahorro mejor que cualquier noticiero, mencionaron gasolina",2
c002413,seed_eco_3,2025-09-12,Economia,porque nadie habla de inflacion y precios en las noticias grandes,3
c002443,seed_dep_4,2025-09-12,Deportes,"mi familia esta afectada por medalla, tambien por lesion, gracias por cubrir el tema",5
c002448,seed_dep_5,2025-09-12,Deportes,"estadio otra vez en tendencias, la equipo va para largo",4
c002418,seed_eco_1,2025-09-13,Economia,"este canal explico sueldo mejor que cualquier noticiero, mencionaron credito",3
c002429,seed_ent_4,2025-09-13,Entretenimiento,porque nadie habla de temporada y concierto en las noticias grandes,1
c002452,seed_dep_3,2025-09-13,Deportes,"mi familia esta afectada por torneo, tambien por lesion, gracias por cubrir el tema",6
c002458,seed_cli_2,2025-09-13,Clima y Energia,"este canal explico renovables mejor que cualquier noticiero, mencionaron sismo",2
c002456,seed_cli_3,2025-09-13,Clima y Energia,"no puedo creer lo que paso con clima y apagon, alguien mas lo vio",2
c002436,seed_ent_3,2025-09-13,Entretenimiento,porque nadie habla de banda y cancion en las noticias grandes,1
c002416,seed_eco_2,2025-09-13,Economia,"interesante el analisis sobre peso y ahorro, deberian hacer una segunda parte",0
c002463,seed_cli_1,2025-09-14,Clima y Energia,"no puedo creer lo que paso con clima y apagon, alguien mas lo vio",2
c002447,seed_dep_4,2025-09-14,Deportes,porque nadie habla de estadio y liga en las noticias grandes,0
c002445,seed_dep_4,2025-09-14,Deportes,yo creo que partido y entrenador se van a poner peor el proximo mes,4
c002422,seed_eco_1,2025-09-14,Economia,"llevo dias viendo videos sobre inversion, la gasolina cada vez es peor",4
c002446,seed_dep_1,2025-09-14,Deportes,yo creo que entrenador y transferencia se van a poner peor el proximo mes,2
