edad,monto_credito,antiguedad_laboral_meses,correo_dominio_gratuito,telefono_verificado,reputacion_negocio,ingresos_declarados,ingresos_declarados_reportados_bis,monto_credito_normalizado,region_operativa_constante,target
20,9112.0,31.0,0,0,0.576,6209.0,6405.0,6.096,1,0
63,16290.0,91.0,1,0,0.5,11815.0,11732.0,11.401,1,0
47,5236.0,4.0,0,1,0.664,4118.0,4128.0,3.591,1,0
45,5803.0,122.0,0,1,0.663,9474.0,9859.0,3.916,2,0
54,2968.0,7.0,1,0,0.575,6869.0,6801.0,1.935,1,1
27,4996.0,5.0,0,1,0.464,5474.0,5478.0,3.415,1,1
28,4443.0,53.0,0,1,0.313,8783.0,9175.0,2.915,1,0
24,6278.0,29.0,1,1,1.0,11950.0,11989.0,4.221,1,0
27,4816.0,10.0,0,1,0.396,10494.0,10656.0,3.216,1,0
62,5323.0,13.0,1,0,0.396,10903.0,10892.0,3.592,1,1
27,1800.0,12.0,1,0,0.248,10835.0,10617.0,1.154,2,1
24,5705.0,8.0,1,1,0.394,7548.0,7802.0,3.691,2,0
58,7246.0,37.0,1,1,0.598,9278.0,9145.0,4.842,1,0
60,3723.0,18.0,1,0,0.48,4891.0,5309.0,2.463,1,0
57,3388.0,17.0,1,0,0.442,10687.0,10335.0,2.332,1,1
39,7487.0,8.0,1,1,0.271,15274.0,14971.0,4.916,1,0
61,5978.0,20.0,1,1,0.737,16718.0,16910.0,3.979,1,1
45,3711.0,2.0,1,0,0.531,7733.0,7941.0,2.489,1,0
38,5881.0,13.0,0,1,0.378,6557.0,6264.0,3.884,2,0
49,6832.0,12.0,1,1,0.546,16294.0,16572.0,4.618,2,0
39,6167.0,13.0,0,1,0.788,11937.0,11991.0,3.951,1,0
59,4731.0,28.0,1,0,0.65,10380.0,10831.0,3.063,1,0
62,1889.0,24.0,1,1,0.334,17350.0,17552.0,1.284,1,0
49,6266.0,55.0,1,1,0.536,12546.0,12021.0,4.267,1,1
38,3683.0,6.0,0,0,0.56,4833.0,4879.0,2.436,2,0
56,3407.0,30.0,0,1,0.581,8077.0,8075.0,2.302,1,0
20,6802.0,32.0,0,1,0.36,4373.0,4384.0,4.519,1,0
60,3972.0,31.0,0,1,0.531,12185.0,12607.0,2.7,1,0
55,2632.0,65.0,1,0,0.587,5502.0,5456.0,1.754,1,0
32,4622.0,28.0,0,1,0.648,4009.0,4071.0,3.14,2,0
45,4304.0,7.0,1,1,0.592,11555.0,11703.0,2.907,1,0
37,7150.0,4.0,1,1,1.0,11253.0,11078.0,4.813,1,0
51,3027.0,89.0,1,1,0.373,7003.0,7410.0,2.033,2,0
55,4169.0,36.0,1,0,0.554,6750.0,6665.0,2.717,2,0
27,7005.0,8.0,0,1,0.925,8678.0,8612.0,4.461,1,0
30,5634.0,7.0,1,1,0.88,5369.0,5489.0,3.889,2,1
27,2921.0,36.0,1,1,0.628,8134.0,8678.0,1.991,2,0
36,9352.0,47.0,1,1,0.637,5985.0,6136.0,6.543,2,1
63,3306.0,2.0,1,1,0.521,15784.0,16105.0,2.291,1,0
21,1755.0,0.0,1,1,0.673,8874.0,9001.0,1.175,2,0
54,8889.0,53.0,1,1,0.502,9530.0,9216.0,5.925,1,0
40,4112.0,5.0,1,0,0.584,6199.0,6178.0,2.794,1,1
26,10401.0,2.0,0,1,0.607,16525.0,17146.0,7.113,1,0
36,4511.0,38.0,0,0,0.789,15519.0,15494.0,3.05,1,0
64,4026.0,10.0,0,1,0.719,6597.0,6807.0,2.643,1,0
59,2075.0,5.0,0,1,0.353,5865.0,6032.0,1.393,1,0
61,2360.0,21.0,0,1,0.734,9808.0,9442.0,1.577,1,0
23,15926.0,3.0,1,1,0.758,9604.0,10223.0,10.838,1,0
61,5708.0,5.0,0,1,0.508,13402.0,13834.0,3.923,1,0
57,5046.0,15.0,0,1,0.734,12336.0,12327.0,3.454,1,0
56,2327.0,2.0,1,1,0.623,9357.0,9611.0,1.55,1,0
50,10445.0,75.0,1,1,0.535,20576.0,20392.0,7.307,1,0
49,3838.0,4.0,0,0,0.458,13722.0,13748.0,2.625,2,0
34,8404.0,10.0,0,0,0.649,4262.0,4343.0,5.789,1,0
57,1619.0,33.0,1,1,0.541,9556.0,9817.0,1.098,1,0
60,4465.0,38.0,0,1,0.523,9854.0,10116.0,2.899,1,0
62,3017.0,37.0,1,1,0.512,3616.0,3541.0,2.046,2,1
22,3463.0,2.0,1,1,0.859,9640.0,9841.0,2.248,1,0
23,8018.0,8.0,0,1,0.314,3790.0,3577.0,5.41,1,0
48,4681.0,22.0,0,1,0.289,2762.0,2687.0,3.138,2,0
23,3570.0,18.0,1,1,0.607,11761.0,11415.0,2.338,1,0
58,7639.0,30.0,1,1,0.615,19651.0,19856.0,4.991,1,0
25,2473.0,50.0,1,0,0.456,6456.0,6410.0,1.666,1,0
56,6114.0,32.0,1,1,0.35,6904.0,6863.0,4.077,1,0
25,1443.0,0.0,0,1,0.841,7749.0,7608.0,0.945,1,0
64,3743.0,15.0,1,0,0.279,9678.0,9859.0,2.429,1,0
43,4721.0,15.0,1,1,0.536,15302.0,15285.0,3.158,1,0
60,6655.0,0.0,1,1,0.64,10561.0,10845.0,4.332,1,0
47,5868.0,5.0,0,0,0.671,5032.0,5108.0,3.908,1,0
62,8010.0,8.0,1,1,0.677,8418.0,8379.0,5.262,2,0
44,11406.0,9.0,1,0,0.408,2115.0,2024.0,7.678,1,0
47,5870.0,7.0,0,1,0.572,11603.0,11754.0,3.904,1,0
50,11761.0,29.0,1,1,0.364,9702.0,9382.0,7.928,1,0
57,4714.0,15.0,1,1,0.459,7389.0,7498.0,3.167,1,0
53,5262.0,143.0,0,1,0.645,14339.0,13942.0,3.432,1,0
61,4307.0,13.0,1,1,0.674,2070.0,2129.0,3.052,1,0
58,6368.0,29.0,1,0,0.741,11137.0,11090.0,4.276,1,0
52,4608.0,4.0,0,0,0.761,11405.0,11422.0,2.956,2,0
62,2233.0,2.0,0,1,0.75,11881.0,11483.0,1.458,2,0
36,2066.0,6.0,1,1,0.311,17585.0,17336.0,1.418,1,0
58,7611.0,14.0,0,1,0.248,7837.0,8152.0,5.087,1,0
26,4703.0,11.0,1,1,0.253,11486.0,11785.0,3.009,1,0
46,12390.0,13.0,1,0,0.641,5315.0,5292.0,8.403,1,0
33,11381.0,4.0,1,1,0.575,5141.0,5035.0,7.367,1,0
46,8240.0,17.0,0,0,0.108,15062.0,14774.0,5.414,1,0
27,4440.0,13.0,0,1,0.69,5510.0,5626.0,3.034,1,0
38,2684.0,7.0,1,0,0.484,6673.0,6813.0,1.783,1,0
50,2445.0,22.0,0,1,0.0,6727.0,6495.0,1.551,1,0
24,7686.0,31.0,1,1,0.3,7165.0,7032.0,4.996,1,0
32,5173.0,28.0,0,0,0.385,27410.0,27107.0,3.584,1,0
44,6450.0,27.0,1,1,0.678,8934.0,8882.0,4.121,1,0
44,4131.0,68.0,0,1,0.842,6270.0,6381.0,2.739,1,0
40,2847.0,3.0,1,0,0.705,21581.0,20411.0,1.926,1,1
56,3334.0,4.0,0,1,0.587,6172.0,6059.0,2.258,1,0
40,5218.0,25.0,1,0,0.784,9238.0,9365.0,3.592,1,0
55,9366.0,101.0,0,1,0.285,14937.0,15131.0,6.5,2,1
57,5098.0,2.0,0,1,0.71,2189.0,2186.0,3.405,1,1
23,1603.0,89.0,0,1,0.415,5796.0,5842.0,1.079,2,0
31,3927.0,0.0,1,1,1.0,12269.0,12536.0,2.734,1,1
21,6316.0,1.0,1,1,0.804,9437.0,9061.0,4.144,1,0
32,4825.0,9.0,1,0,1.0,5991.0,5937.0,3.213,1,0
25,4644.0,36.0,0,0,1.0,4407.0,4236.0,3.219,2,1
38,2748.0,74.0,1,0,0.563,3940.0,3928.0,1.867,1,0
51,10088.0,12.0,0,1,0.284,8670.0,8686.0,6.709,1,0
56,11481.0,19.0,0,0,0.747,7656.0,7574.0,7.444,1,0
37,8363.0,7.0,1,0,0.358,10650.0,10537.0,5.535,1,0
50,11580.0,9.0,1,0,0.633,3905.0,3851.0,7.81,1,0
45,5477.0,11.0,0,1,0.346,7835.0,7952.0,3.781,1,0
51,7554.0,80.0,0,1,0.917,5925.0,5587.0,5.086,1,0
49,4241.0,46.0,0,1,0.572,8325.0,8754.0,3.003,1,0
61,2643.0,25.0,1,1,0.836,17321.0,17759.0,1.745,2,0
57,3624.0,20.0,0,1,0.947,10638.0,10569.0,2.402,2,0
52,5963.0,12.0,0,0,0.565,5058.0,5252.0,3.997,1,0
21,4741.0,8.0,1,1,0.781,7038.0,6901.0,3.094,1,0
61,1616.0,1.0,1,0,0.582,17973.0,18890.0,1.065,1,0
26,7686.0,27.0,1,1,0.69,6460.0,6546.0,5.457,1,0
25,12631.0,22.0,1,0,0.352,11625.0,11572.0,8.703,1,0
27,5976.0,25.0,1,1,0.587,10976.0,11400.0,4.114,1,0
51,2472.0,43.0,1,1,0.643,5384.0,5158.0,1.635,1,0
29,6785.0,26.0,1,1,0.743,3008.0,3045.0,4.4,1,0
26,5486.0,22.0,1,1,0.945,24197.0,23597.0,3.535,1,0
37,4423.0,6.0,1,1,0.294,8416.0,8562.0,2.805,1,0
32,1307.0,22.0,0,1,0.919,5148.0,5080.0,0.854,1,0
31,2491.0,25.0,1,1,0.385,6196.0,5903.0,1.701,1,0
34,4063.0,8.0,0,1,0.812,9955.0,9689.0,2.667,1,0
51,2958.0,49.0,0,0,0.868,5886.0,5965.0,1.907,1,0
41,4043.0,36.0,1,1,0.589,12383.0,12295.0,2.647,2,0
28,6085.0,77.0,0,0,0.569,18152.0,18115.0,4.294,1,0
54,9855.0,66.0,0,1,0.517,4477.0,4514.0,6.762,2,1
28,7796.0,8.0,1,1,0.641,6277.0,6125.0,5.549,2,0
59,4584.0,31.0,1,0,0.967,7632.0,7583.0,3.054,1,0
30,3727.0,6.0,0,1,0.578,14073.0,13514.0,2.415,1,0
27,5353.0,28.0,0,1,0.181,9616.0,9366.0,3.726,1,0
50,11627.0,109.0,0,1,0.595,12391.0,12274.0,7.754,1,0
48,2296.0,108.0,1,0,0.438,6064.0,6268.0,1.537,1,0
31,7060.0,12.0,1,1,0.401,5468.0,5648.0,4.536,1,0
55,5302.0,38.0,1,1,0.392,14663.0,13956.0,3.601,1,0
30,9531.0,28.0,1,0,0.525,17823.0,18233.0,6.39,1,0
40,7691.0,3.0,1,1,0.739,17158.0,18097.0,5.299,1,0
26,2462.0,13.0,1,0,0.865,12715.0,12297.0,1.665,1,0
20,2079.0,32.0,1,0,0.772,7546.0,7708.0,1.395,2,0
51,12974.0,5.0,0,1,0.265,9803.0,10227.0,8.478,2,0
27,4073.0,13.0,0,1,0.418,7837.0,8134.0,2.804,2,0
32,2654.0,63.0,1,1,0.396,5374.0,5283.0,1.717,1,1
28,1556.0,15.0,1,0,0.766,11173.0,11507.0,1.057,2,0
43,4798.0,1.0,0,1,0.525,8546.0,8466.0,3.234,2,0
20,2387.0,12.0,1,1,0.775,7851.0,7361.0,1.558,1,0
62,5211.0,3.0,0,1,1.0,6670.0,6893.0,3.438,1,0
53,5196.0,16.0,0,1,0.498,4252.0,4234.0,3.565,1,0
64,6112.0,4.0,1,1,0.603,7190.0,7011.0,4.054,1,0
38,3935.0,40.0,0,0,0.25,13082.0,13331.0,2.606,1,0
60,11201.0,30.0,0,1,0.817,14208.0,13676.0,7.523,1,0
35,4864.0,37.0,0,0,0.714,15488.0,15815.0,3.317,2,0
36,4674.0,3.0,1,1,0.394,10515.0,10081.0,3.011,2,0
32,4793.0,4.0,1,1,0.384,15584.0,16222.0,3.13,1,1
46,6675.0,3.0,1,1,0.459,7616.0,7400.0,4.303,1,0
43,8217.0,38.0,1,1,0.444,21029.0,20613.0,5.46,2,0
40,7847.0,10.0,1,1,0.187,4601.0,4546.0,5.221,2,0
22,8702.0,1.0,1,1,0.541,11331.0,10927.0,5.819,1,0
28,5460.0,5.0,1,0,0.588,4394.0,4247.0,3.621,1,0
41,5333.0,8.0,1,1,0.598,7465.0,7743.0,3.773,2,0
26,8060.0,21.0,0,1,0.901,10385.0,10697.0,5.205,1,0
44,9913.0,0.0,0,0,0.341,8369.0,8221.0,6.595,1,0
28,3241.0,14.0,1,1,1.0,14752.0,15137.0,2.159,2,0
33,2336.0,20.0,0,1,0.486,8550.0,8298.0,1.552,1,0
21,7478.0,34.0,1,1,0.478,6588.0,6206.0,5.272,1,0
36,11059.0,12.0,1,0,0.6,15383.0,15642.0,7.408,1,0
40,7316.0,8.0,0,1,0.649,13659.0,13585.0,4.696,1,0
30,6215.0,65.0,0,1,0.556,15690.0,15607.0,4.124,1,0
49,2944.0,52.0,1,0,0.618,10753.0,11299.0,1.938,2,0
30,2764.0,36.0,0,0,0.551,6737.0,7097.0,1.812,1,0
49,2028.0,11.0,1,1,0.578,15009.0,14505.0,1.35,1,0
34,3601.0,9.0,0,1,0.586,9428.0,9366.0,2.354,1,0
33,4456.0,103.0,1,1,0.649,10538.0,10165.0,2.832,1,0
50,2029.0,15.0,1,1,0.961,14031.0,14270.0,1.277,1,0
56,5070.0,31.0,1,0,0.0,5257.0,5251.0,3.277,1,0
46,10963.0,23.0,0,1,0.605,4061.0,4421.0,7.821,1,0
35,8606.0,17.0,1,0,0.785,5801.0,5924.0,5.74,2,0
23,1854.0,3.0,1,0,0.558,9333.0,9594.0,1.254,1,0
42,5432.0,5.0,0,1,0.739,11056.0,10719.0,3.606,1,0
45,8174.0,58.0,1,1,0.792,5199.0,5355.0,5.319,1,1
62,3113.0,125.0,0,1,1.0,15368.0,15187.0,2.108,1,0
29,14897.0,19.0,0,1,0.85,4864.0,4818.0,9.436,1,0
51,2183.0,3.0,0,0,0.501,13168.0,12763.0,1.457,1,0
61,2178.0,9.0,1,1,0.629,4852.0,5021.0,1.391,1,0
44,4731.0,12.0,1,1,0.855,12285.0,11958.0,3.215,1,0
58,3441.0,28.0,1,1,0.735,3914.0,3908.0,2.255,2,0
46,3320.0,23.0,0,0,0.668,6447.0,6467.0,2.254,1,0
37,7846.0,29.0,1,1,0.699,11201.0,11428.0,5.185,1,0
61,4081.0,24.0,0,1,0.622,7111.0,7387.0,2.673,1,0
32,8069.0,7.0,1,1,0.599,5085.0,4984.0,5.969,2,0
28,3049.0,51.0,1,1,0.587,6696.0,6738.0,1.959,1,0
40,2815.0,32.0,1,0,0.861,10871.0,10934.0,1.913,1,0
37,1840.0,14.0,1,1,0.472,12941.0,12328.0,1.239,1,0
60,9744.0,36.0,1,0,0.561,2523.0,2560.0,6.263,1,1
40,7149.0,3.0,0,1,0.481,5405.0,5599.0,4.726,1,0
57,1673.0,42.0,0,1,0.751,14132.0,13984.0,1.126,1,0
24,16136.0,24.0,0,1,0.615,10716.0,10582.0,10.747,1,0
38,6749.0,16.0,1,1,0.466,6498.0,6750.0,4.842,2,0
50,13581.0,2.0,1,1,0.359,6495.0,6807.0,9.028,2,1
52,9021.0,33.0,0,0,0.872,6501.0,6370.0,5.902,1,0
42,5828.0,33.0,1,1,0.281,10014.0,10252.0,3.906,1,0
57,4502.0,6.0,1,1,0.837,5516.0,5444.0,3.092,1,0
63,5047.0,3.0,1,1,0.523,17416.0,18004.0,3.271,2,0
44,6727.0,1.0,0,1,0.637,3724.0,3553.0,4.2,2,0
24,5137.0,53.0,0,0,0.712,9153.0,9665.0,3.309,1,0
47,1477.0,25.0,1,1,0.628,6707.0,6485.0,0.982,2,0
42,7711.0,4.0,1,1,0.358,5122.0,4843.0,5.317,1,0
45,9013.0,2.0,1,1,0.497,9982.0,9645.0,6.04,2,1
25,6646.0,65.0,0,0,0.676,5384.0,5326.0,4.757,1,0
23,3939.0,4.0,1,1,0.799,6686.0,6671.0,2.561,1,0
28,4638.0,95.0,0,1,0.729,13039.0,13329.0,2.963,1,0
52,5523.0,0.0,1,1,0.752,7561.0,7672.0,3.636,1,1
64,6229.0,10.0,1,0,0.22,12628.0,12661.0,4.27,1,0
30,8807.0,3.0,1,1,0.499,4759.0,4797.0,6.082,1,0
27,3148.0,19.0,1,1,0.923,5975.0,6151.0,2.033,1,0
42,9956.0,22.0,0,0,0.742,8131.0,8196.0,6.911,1,0
47,7194.0,15.0,1,0,0.548,4914.0,5136.0,4.917,1,0
50,5860.0,6.0,0,0,0.709,7089.0,7320.0,4.008,1,1
53,2909.0,22.0,0,1,0.63,11291.0,11203.0,2.075,1,0
47,4499.0,32.0,1,1,0.946,10893.0,10997.0,3.072,1,0
62,4010.0,46.0,1,1,0.598,10478.0,10749.0,2.68,1,0
58,7592.0,2.0,1,1,0.531,15830.0,16770.0,5.01,2,0
63,9128.0,48.0,0,1,0.759,10130.0,10158.0,6.127,1,0
50,14287.0,0.0,1,1,0.353,10970.0,10947.0,9.658,2,0
45,9510.0,9.0,0,1,0.696,8098.0,8292.0,6.215,1,1
54,6465.0,4.0,1,0,0.928,11216.0,11200.0,4.243,2,0
58,10552.0,15.0,0,0,0.732,8222.0,8257.0,7.269,2,0
24,5222.0,22.0,0,1,0.61,12946.0,12531.0,3.452,1,1
44,1481.0,3.0,1,0,0.551,11243.0,10845.0,1.006,1,0
51,6007.0,99.0,0,0,0.44,8919.0,8648.0,3.977,2,0
53,4245.0,15.0,1,1,0.977,16125.0,16181.0,2.688,2,0
53,5887.0,15.0,0,1,0.493,9199.0,8969.0,3.847,1,0
64,6419.0,35.0,0,1,0.956,15728.0,16108.0,4.137,1,0
27,10467.0,9.0,0,1,0.536,5086.0,5208.0,7.083,1,0
26,5351.0,12.0,1,0,0.588,10425.0,11153.0,3.607,1,0
43,2573.0,23.0,0,1,0.927,6036.0,6392.0,1.709,1,0
62,3002.0,1.0,0,1,0.634,22301.0,23981.0,1.987,2,0
38,5973.0,6.0,1,1,0.9,20017.0,20492.0,4.015,1,0
55,1692.0,3.0,1,0,0.689,9361.0,9302.0,1.105,1,0
33,5292.0,2.0,1,1,0.904,8003.0,7816.0,3.566,2,0
40,4957.0,36.0,0,0,0.547,6115.0,6215.0,3.219,2,0
50,3754.0,60.0,1,1,0.599,8624.0,8798.0,2.391,1,0
60,7640.0,4.0,1,0,0.809,10468.0,9869.0,5.323,1,0
32,6017.0,30.0,0,1,0.683,8900.0,8634.0,3.964,1,0
53,5054.0,3.0,1,1,0.778,16951.0,17646.0,3.547,1,0
52,2035.0,6.0,0,1,0.615,7252.0,7293.0,1.342,2,0
34,2220.0,23.0,1,1,0.688,9135.0,8883.0,1.425,1,0
31,9234.0,29.0,1,1,0.382,7761.0,7274.0,6.102,1,0
39,3329.0,8.0,1,1,0.522,13808.0,13392.0,2.249,1,0
29,3803.0,41.0,1,0,0.679,8841.0,8398.0,2.502,1,0
37,8193.0,19.0,1,1,0.383,10691.0,11361.0,5.211,1,0
25,3394.0,12.0,1,1,0.666,11262.0,11102.0,2.259,2,1
40,4548.0,49.0,0,0,0.409,7573.0,7378.0,3.055,1,0
42,10489.0,4.0,1,1,0.433,13639.0,13987.0,6.916,1,0
24,6145.0,32.0,0,1,0.434,10675.0,10621.0,4.182,1,0
46,3699.0,25.0,0,0,0.495,4352.0,4407.0,2.326,1,0
26,8372.0,6.0,1,0,0.542,4863.0,4948.0,5.584,1,0
21,3363.0,70.0,0,1,0.44,4338.0,4329.0,2.282,1,0
49,5946.0,4.0,1,0,0.781,17356.0,17675.0,3.93,1,1
21,6323.0,19.0,1,0,0.673,7147.0,7162.0,4.243,1,0
21,7424.0,1.0,1,1,0.523,6390.0,6431.0,4.899,2,0
44,7930.0,40.0,0,0,0.672,10946.0,10871.0,5.187,2,1
38,3411.0,39.0,1,1,0.647,7342.0,7249.0,2.283,2,0
37,11597.0,57.0,1,0,0.517,9668.0,9791.0,7.57,1,0
26,4585.0,54.0,1,1,0.694,7780.0,8110.0,3.012,1,0
52,2182.0,3.0,1,1,0.658,5633.0,6042.0,1.409,1,0
36,2300.0,1.0,1,1,0.763,9128.0,8736.0,1.557,1,0
45,12346.0,28.0,0,1,0.772,10209.0,10456.0,7.891,1,1
30,12364.0,44.0,1,1,0.887,5637.0,5717.0,8.246,1,0
56,2193.0,1.0,0,1,0.567,19845.0,20206.0,1.446,1,1
45,5123.0,58.0,1,1,0.316,11866.0,11927.0,3.405,1,0
35,4843.0,7.0,0,1,0.559,14774.0,14828.0,3.296,1,0
60,3456.0,6.0,1,1,0.605,8833.0,8973.0,2.303,1,0
53,6822.0,14.0,0,0,0.603,15659.0,16099.0,4.429,1,0
62,7957.0,20.0,0,1,0.931,11640.0,11909.0,5.559,2,1
20,3760.0,16.0,0,1,0.442,3479.0,3556.0,2.602,1,0
64,2428.0,1.0,0,1,0.277,6240.0,6265.0,1.585,1,0
52,5375.0,16.0,0,1,0.996,2232.0,2154.0,3.708,1,0
53,6360.0,33.0,1,1,0.484,11455.0,12076.0,4.294,2,0
51,6617.0,12.0,1,1,0.724,10578.0,10542.0,4.509,2,0
53,4147.0,24.0,1,0,0.757,9801.0,9527.0,2.763,1,0
54,5687.0,4.0,0,0,0.276,2197.0,2200.0,3.76,1,0
51,7030.0,22.0,1,0,0.44,9460.0,9707.0,4.646,1,0
61,5366.0,16.0,0,0,0.098,11157.0,11702.0,3.781,1,0
53,5742.0,59.0,1,1,0.461,12123.0,12494.0,3.749,1,0
39,4726.0,17.0,1,0,0.229,12098.0,11643.0,3.035,2,1
52,4146.0,26.0,0,0,0.689,11702.0,11255.0,2.767,1,0
51,5982.0,4.0,0,0,0.323,7493.0,7605.0,3.883,2,0
44,2796.0,41.0,0,1,0.626,11412.0,11335.0,1.872,1,0
51,4441.0,17.0,0,0,0.484,3726.0,3735.0,2.911,1,0
21,7044.0,3.0,1,1,0.887,7581.0,7823.0,4.745,2,0
34,8310.0,19.0,0,1,0.582,3590.0,3477.0,5.568,1,0
24,4479.0,56.0,1,1,0.587,8464.0,8593.0,2.932,1,0
55,9145.0,4.0,0,1,0.514,6088.0,5736.0,5.972,1,0
59,854.0,9.0,1,1,0.366,7641.0,7378.0,0.568,1,0
36,6794.0,8.0,1,1,0.578,10287.0,10391.0,4.563,1,0
42,7224.0,20.0,1,0,0.877,13112.0,13553.0,4.748,1,0
62,8243.0,18.0,1,1,1.0,6255.0,6087.0,5.652,2,0
23,7958.0,2.0,1,1,0.819,5358.0,5047.0,5.24,1,0
21,12325.0,0.0,1,1,0.758,5979.0,5877.0,8.172,1,0
52,4626.0,50.0,1,1,0.668,11996.0,12126.0,3.093,1,0
34,9803.0,8.0,0,1,0.441,5356.0,5208.0,6.346,1,0
36,9999.0,32.0,1,1,0.387,17884.0,18010.0,6.817,1,0
23,4998.0,21.0,1,1,0.986,10991.0,10780.0,3.414,1,0
21,4161.0,20.0,1,0,0.489,6590.0,6693.0,2.846,1,1
43,2561.0,3.0,1,1,0.891,16966.0,18042.0,1.8,1,0
61,6822.0,9.0,1,1,0.763,6406.0,6679.0,4.401,1,0
22,5371.0,18.0,1,1,0.449,14516.0,14254.0,3.666,1,0
62,10254.0,30.0,1,1,0.118,7783.0,7615.0,7.048,1,0
27,5182.0,14.0,1,1,0.705,14679.0,14596.0,3.473,2,0
33,4219.0,34.0,1,1,0.345,12021.0,11722.0,2.864,1,1
59,9628.0,45.0,1,1,0.411,9119.0,9224.0,6.206,1,0
27,7291.0,1.0,0,1,1.0,3786.0,3653.0,4.852,1,0
50,4401.0,31.0,0,0,0.648,3319.0,3283.0,2.815,1,0
22,5973.0,51.0,1,0,0.426,3995.0,3822.0,4.093,2,0
21,7615.0,4.0,0,0,0.66,17692.0,17087.0,5.382,1,0
25,6193.0,26.0,0,1,0.366,7043.0,6762.0,3.93,1,1
49,8038.0,32.0,1,1,0.74,14431.0,14791.0,5.531,2,0
51,4937.0,58.0,1,1,0.578,6429.0,6506.0,3.309,1,0
54,9725.0,4.0,0,1,0.902,8576.0,8404.0,6.374,2,0
37,5673.0,23.0,1,1,0.527,10300.0,10193.0,3.68,2,0
35,3543.0,1.0,1,1,0.772,3435.0,3414.0,2.372,1,0
51,7923.0,5.0,0,0,0.682,9227.0,9168.0,5.208,1,0
24,14206.0,41.0,1,1,0.915,5172.0,5298.0,8.73,1,0
44,2405.0,0.0,1,1,0.64,9801.0,9585.0,1.601,1,0
33,6790.0,13.0,1,1,0.532,5560.0,5621.0,4.342,1,0
38,4379.0,13.0,1,1,0.758,8097.0,8167.0,3.025,1,0
29,2096.0,60.0,0,1,0.76,6074.0,6230.0,1.464,1,1
38,8973.0,19.0,0,1,0.686,6893.0,6869.0,6.084,1,0
42,14265.0,71.0,0,1,0.741,4161.0,4114.0,9.124,1,0
55,14186.0,54.0,1,1,0.869,3325.0,3239.0,9.524,1,0
62,14575.0,5.0,0,0,0.54,9116.0,9483.0,9.712,1,0
21,10247.0,18.0,1,1,0.682,9349.0,9650.0,6.918,1,0
49,4169.0,42.0,1,1,0.727,10549.0,10946.0,2.7,2,0
28,4567.0,26.0,0,0,0.675,8275.0,8496.0,2.831,2,0
61,4438.0,31.0,0,1,0.674,14506.0,14496.0,3.039,1,0
57,12356.0,4.0,1,0,0.46,5621.0,5136.0,8.237,2,1
25,12202.0,0.0,1,1,0.735,5590.0,5129.0,8.565,1,0
49,2053.0,14.0,1,0,0.699,6370.0,6265.0,1.419,2,0
28,14155.0,5.0,0,1,0.434,7416.0,7531.0,9.733,1,0
25,3397.0,30.0,0,1,0.767,9088.0,9262.0,2.247,1,0
28,3794.0,72.0,0,1,0.914,9187.0,9038.0,2.52,1,0
55,3973.0,16.0,1,1,0.408,11525.0,12058.0,2.685,1,0
52,6496.0,9.0,1,1,0.484,8589.0,8810.0,4.526,1,0
41,2162.0,27.0,0,0,0.505,7253.0,7304.0,1.455,2,0
58,8596.0,4.0,1,1,0.336,13617.0,13509.0,5.837,1,1
34,7578.0,12.0,0,1,0.914,9227.0,8880.0,4.912,1,0
27,7881.0,96.0,1,0,0.847,11303.0,11310.0,5.386,1,0
45,9759.0,30.0,0,1,0.449,10229.0,10085.0,6.598,2,1
39,5395.0,49.0,1,0,0.911,12955.0,12485.0,3.562,1,0
43,8956.0,20.0,1,1,0.764,11274.0,10897.0,5.95,1,0
63,10938.0,70.0,0,1,0.56,5920.0,5924.0,7.285,1,0
59,2646.0,5.0,0,0,0.463,2607.0,2596.0,1.822,1,1
45,11733.0,3.0,1,1,0.538,7129.0,7009.0,7.609,1,1
37,5202.0,4.0,1,1,0.775,8339.0,8041.0,3.376,1,0
37,1839.0,44.0,1,1,0.552,5865.0,6119.0,1.284,1,0
45,2838.0,18.0,0,0,0.564,6988.0,6892.0,1.883,2,0
62,2420.0,19.0,0,0,0.488,13957.0,13862.0,1.638,1,0
24,1908.0,7.0,1,1,0.471,2786.0,2918.0,1.284,1,1
56,3984.0,34.0,0,1,0.941,5854.0,5916.0,2.635,1,0
57,7323.0,79.0,0,1,0.257,8012.0,7848.0,4.807,1,0
22,9385.0,64.0,1,1,0.294,12869.0,12458.0,6.248,1,0
64,3528.0,7.0,1,1,0.552,5111.0,4901.0,2.381,2,0
41,1800.0,28.0,0,1,0.319,3983.0,4004.0,1.215,1,0
58,5292.0,16.0,1,0,0.372,10821.0,10451.0,3.586,1,0
20,3849.0,47.0,0,1,0.298,4654.0,4464.0,2.628,1,0
43,9108.0,42.0,1,0,0.711,18215.0,18317.0,6.145,1,0
62,11374.0,28.0,0,0,0.369,20305.0,19845.0,7.542,1,0
48,7089.0,15.0,1,1,0.414,10710.0,10711.0,4.679,1,0
38,4071.0,40.0,0,1,0.706,7868.0,8419.0,2.74,1,0
38,3948.0,26.0,1,1,0.752,16940.0,16670.0,2.623,1,0
41,5957.0,13.0,0,1,0.597,13886.0,14028.0,4.017,1,0
46,4451.0,25.0,0,1,0.314,7709.0,7420.0,2.895,1,0
36,5742.0,10.0,1,0,0.742,8838.0,8762.0,3.85,1,0
