Age,Hours,streams,SWL_T,SPIN_T,Narcissism,Work,Degree,Playstyle,whyplay,earnings,outcome
53,20.6,0.3,16.0,20.0,3.0,Estudiante,Maestria,Un jugador,Diversion,Juego por diversion,3
43,16.6,0.0,14.0,12.0,1.6,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
53,26.5,0.0,21.0,15.0,4.9,Empleado,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,2
44,20.8,3.1,22.0,35.0,3.1,Estudiante,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,3
40,19.4,0.0,19.0,15.0,5.4,Estudiante,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,1
46,34.6,1.7,24.0,15.0,2.4,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,3
34,16.8,7.5,33.0,13.0,1.5,Empleado,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,2
53,7.5,3.4,22.0,26.0,3.3,Estudiante,Licenciatura,Multijugador presencial,Competir,Juego por diversion,3
30,17.3,0.0,20.0,14.0,4.4,Estudiante,Licenciatura,Multijugador presencial,Diversion,Juego por diversion,3
39,13.3,4.8,15.0,20.0,3.2,Desempleado,Licenciatura,Con amigos en linea,Competir,Gano un poco,2
49,9.8,0.0,15.0,7.0,2.7,Empleado,Licenciatura,Un jugador,Mejorar habilidad,Juego por diversion,2
31,28.0,0.7,27.0,14.0,4.3,Estudiante,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,2
49,20.1,4.4,22.0,23.0,1.6,Estudiante,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,1
29,21.3,0.0,11.0,29.0,2.3,Estudiante,Maestria,Con amigos en linea,Diversion,Gano un poco,3
20,37.0,0.0,22.0,19.0,3.6,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,3
42,28.0,4.1,11.0,10.0,3.6,Estudiante,Doctorado,Multijugador presencial,Socializar,Gano un poco,1
35,23.1,0.0,13.0,6.0,0.6,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,3
23,15.4,0.0,26.0,25.0,2.0,Empleado,Preparatoria,Con amigos en linea,Socializar,Gano un poco,2
18,32.0,2.6,23.0,0.0,1.6,Estudiante,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
20,15.3,1.8,23.0,27.0,3.4,Empleado,Licenciatura,Multijugador presencial,Competir,Juego por diversion,1
19,36.9,0.0,8.0,33.0,4.2,Estudiante,Maestria,Un jugador,Socializar,Juego por diversion,3
36,33.4,1.9,24.0,20.0,2.7,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,3
54,17.2,4.7,27.0,31.0,3.0,Empleado,Maestria,Un jugador,Relajarme,Juego por diversion,2
36,27.8,0.0,16.0,0.0,2.1,Estudiante,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,1
46,29.1,2.0,24.0,19.0,2.6,Empleado,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,2
39,20.4,2.5,15.0,17.0,3.1,Desempleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
49,25.5,6.0,18.0,12.0,2.9,Empleado,Maestria,Con amigos en linea,Socializar,Juego por diversion,2
47,36.2,4.7,19.0,23.0,4.3,Empleado,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,1
39,0.0,0.1,12.0,30.0,1.2,Estudiante,Licenciatura,Multijugador presencial,Competir,Juego por diversion,2
17,23.6,0.0,13.0,0.0,3.3,Estudiante,Maestria,Multijugador en linea,Competir,Juego por diversion,2
53,26.0,3.3,25.0,15.0,4.8,Estudiante,Licenciatura,Con amigos en linea,Relajarme,Es mi sustento,2
20,25.2,0.0,12.0,18.0,2.6,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
39,11.8,5.4,20.0,0.0,3.2,Estudiante,Licenciatura,Multijugador en linea,Competir,Es mi sustento,3
28,16.5,6.0,21.0,12.0,4.1,Estudiante,Maestria,Un jugador,Relajarme,Juego por diversion,2
20,18.2,5.1,24.0,17.0,4.0,Empleado,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,2
18,42.5,1.5,21.0,18.0,3.6,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,2
37,11.6,0.5,12.0,20.0,2.0,Estudiante,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
14,30.0,0.0,22.0,17.0,1.9,Estudiante,Maestria,Multijugador presencial,Socializar,Juego por diversion,1
48,33.7,1.7,12.0,19.0,3.3,Empleado,Preparatoria,Multijugador en linea,Competir,Gano un poco,4
51,20.1,5.3,25.0,35.0,0.7,Empleado,Maestria,Un jugador,Socializar,Juego por diversion,2
39,44.2,1.9,9.0,18.0,3.0,Empleado,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
47,18.0,0.6,18.0,46.0,2.7,Empleado,Licenciatura,Con amigos en linea,Competir,Juego por diversion,4
26,10.8,4.9,15.0,15.0,2.8,Empleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
54,15.1,1.9,12.0,17.0,3.4,Desempleado,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,2
32,23.3,3.3,14.0,8.0,5.0,Empleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
38,31.6,0.6,11.0,13.0,3.7,Empleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
20,7.3,5.5,12.0,7.0,3.7,Empleado,Licenciatura,Con amigos en linea,Competir,Gano un poco,2
39,8.7,4.1,11.0,34.0,2.5,Estudiante,Licenciatura,Multijugador en linea,Competir,Juego por diversion,2
42,33.7,0.0,21.0,51.0,2.7,Empleado,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,3
44,27.8,6.0,11.0,27.0,3.3,Empleado,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
54,12.6,2.0,13.0,0.0,3.9,Empleado,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,2
45,5.3,4.7,31.0,21.0,2.8,Estudiante,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
32,0.0,3.5,27.0,31.0,3.5,Estudiante,Licenciatura,Multijugador en linea,Competir,Juego por diversion,1
52,8.3,0.0,18.0,49.0,2.3,Estudiante,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,4
18,29.7,0.7,18.0,13.0,0.8,Estudiante,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
45,12.9,9.3,29.0,13.0,2.5,Estudiante,Doctorado,Multijugador en linea,Relajarme,Juego por diversion,3
15,35.1,2.5,16.0,33.0,3.8,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,3
25,21.7,1.3,18.0,31.0,1.7,Estudiante,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,2
20,5.0,1.3,26.0,10.0,0.4,Empleado,Preparatoria,Multijugador presencial,Relajarme,Gano un poco,3
23,32.5,0.4,10.0,34.0,5.3,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Gano un poco,3
49,21.9,2.9,27.0,26.0,2.2,Estudiante,Maestria,Multijugador en linea,Competir,Juego por diversion,1
33,20.7,7.6,13.0,13.0,2.1,Desempleado,Preparatoria,Multijugador en linea,Competir,Juego por diversion,4
17,30.0,1.0,14.0,40.0,2.8,Estudiante,Preparatoria,Multijugador en linea,Competir,Gano un poco,3
51,14.1,0.0,20.0,39.0,3.0,Empleado,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,4
45,58.2,3.1,24.0,21.0,2.5,Estudiante,Doctorado,Multijugador en linea,Relajarme,Juego por diversion,3
18,13.6,0.0,25.0,14.0,2.7,Desempleado,Preparatoria,Multijugador en linea,Competir,Juego por diversion,1
20,19.5,2.3,5.0,29.0,3.4,Empleado,Licenciatura,Un jugador,Competir,Juego por diversion,3
15,21.0,8.4,19.0,17.0,0.7,Estudiante,Maestria,Multijugador presencial,Relajarme,Gano un poco,2
43,43.8,5.7,23.0,12.0,2.0,Estudiante,Licenciatura,Multijugador presencial,Competir,Juego por diversion,1
35,25.6,0.9,22.0,6.0,3.6,Empleado,Preparatoria,Multijugador presencial,Competir,Juego por diversion,1
50,9.5,10.6,22.0,2.0,1.4,Estudiante,Maestria,Multijugador en linea,Mejorar habilidad,Juego por diversion,1
16,33.6,2.1,19.0,26.0,4.1,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,3
22,18.6,7.2,28.0,35.0,2.8,Estudiante,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,2
34,19.9,2.3,19.0,8.0,3.3,Desempleado,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
53,12.5,0.3,18.0,20.0,3.6,Empleado,Licenciatura,Un jugador,Diversion,Gano un poco,2
50,36.6,1.3,30.0,30.0,3.2,Desempleado,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,2
21,26.8,2.1,22.0,38.0,2.8,Desempleado,Preparatoria,Con amigos en linea,Competir,Gano un poco,2
24,14.2,5.6,28.0,5.0,2.4,Empleado,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
28,17.3,3.3,22.0,9.0,2.7,Estudiante,Maestria,Multijugador presencial,Socializar,Juego por diversion,2
31,32.8,5.8,23.0,6.0,3.2,Empleado,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
27,4.4,1.5,25.0,7.0,3.5,Estudiante,Doctorado,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
14,33.4,9.2,5.0,33.0,1.3,Desempleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,3
25,0.0,8.4,24.0,17.0,3.3,Empleado,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
36,26.5,2.3,18.0,8.0,2.3,Desempleado,Preparatoria,Un jugador,Mejorar habilidad,Es mi sustento,2
54,16.4,2.5,29.0,36.0,3.9,Empleado,Maestria,Multijugador presencial,Diversion,Gano un poco,2
25,26.5,2.2,7.0,34.0,1.7,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,3
26,19.2,0.0,18.0,17.0,5.3,Estudiante,Licenciatura,Un jugador,Diversion,Juego por diversion,2
16,45.1,0.0,15.0,47.0,3.3,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,3
50,17.2,2.2,32.0,5.0,3.5,Empleado,Maestria,Multijugador presencial,Competir,Juego por diversion,2
33,13.6,1.2,32.0,17.0,5.1,Empleado,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,1
20,21.1,7.1,6.0,14.0,1.8,Estudiante,Maestria,Multijugador en linea,Mejorar habilidad,Juego por diversion,3
23,8.5,2.8,23.0,8.0,3.2,Desempleado,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
27,0.7,7.2,28.0,14.0,3.4,Empleado,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
46,13.9,4.7,27.0,19.0,2.3,Empleado,Maestria,Un jugador,Socializar,Gano un poco,1
39,17.8,0.1,16.0,16.0,4.7,Estudiante,Preparatoria,Un jugador,Relajarme,Juego por diversion,2
26,6.2,9.2,27.0,4.0,1.6,Estudiante,Licenciatura,Un jugador,Diversion,Juego por diversion,1
43,24.6,6.0,13.0,29.0,3.1,Empleado,Doctorado,Un jugador,Diversion,Juego por diversion,3
44,13.9,3.7,30.0,24.0,2.0,Estudiante,Licenciatura,Con amigos en linea,Mejorar habilidad,Es mi sustento,1
50,33.2,9.7,29.0,15.0,3.5,Desempleado,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,2
47,26.7,0.0,13.0,24.0,2.9,Estudiante,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,1
46,0.0,6.4,14.0,8.0,2.7,Empleado,Maestria,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
31,20.7,7.7,31.0,13.0,1.5,Empleado,Licenciatura,Multijugador presencial,Competir,Gano un poco,1
41,20.8,5.3,28.0,46.0,2.2,Estudiante,Maestria,Multijugador en linea,Diversion,Juego por diversion,2
15,1.0,7.4,21.0,16.0,4.4,Estudiante,Licenciatura,Un jugador,Diversion,Juego por diversion,4
54,27.9,0.5,26.0,10.0,3.3,Empleado,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
36,1.9,3.4,10.0,19.0,4.3,Desempleado,Doctorado,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
39,14.6,4.3,24.0,23.0,4.3,Empleado,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
34,14.4,2.6,16.0,17.0,2.0,Estudiante,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,3
53,38.3,8.8,21.0,6.0,3.9,Empleado,Licenciatura,Un jugador,Socializar,Juego por diversion,2
47,7.6,0.5,26.0,49.0,1.1,Estudiante,Preparatoria,Multijugador en linea,Mejorar habilidad,Gano un poco,2
40,27.0,6.5,18.0,32.0,2.9,Empleado,Preparatoria,Con amigos en linea,Socializar,Juego por diversion,2
28,18.1,3.0,25.0,24.0,3.8,Estudiante,Preparatoria,Multijugador presencial,Competir,Juego por diversion,2
38,18.4,4.8,14.0,10.0,4.2,Estudiante,Doctorado,Multijugador presencial,Diversion,Juego por diversion,2
19,1.6,3.5,20.0,33.0,2.9,Empleado,Doctorado,Un jugador,Competir,Juego por diversion,4
38,56.8,1.5,24.0,22.0,0.5,Empleado,Licenciatura,Multijugador presencial,Relajarme,Juego por diversion,2
17,0.0,6.4,21.0,35.0,2.2,Estudiante,Licenciatura,Multijugador presencial,Competir,Juego por diversion,2
48,13.3,0.0,17.0,20.0,2.7,Empleado,Preparatoria,Un jugador,Socializar,Gano un poco,2
51,34.0,3.1,22.0,16.0,3.5,Desempleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,1
20,15.9,5.9,16.0,21.0,2.4,Desempleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,3
53,23.0,0.9,23.0,19.0,2.7,Empleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,3
54,10.7,4.1,19.0,7.0,2.4,Empleado,Preparatoria,Un jugador,Diversion,Juego por diversion,1
39,27.3,2.7,29.0,15.0,2.7,Desempleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
21,26.4,0.0,23.0,0.0,0.8,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,1
34,26.6,3.4,26.0,27.0,4.2,Estudiante,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,1
28,12.3,5.7,17.0,7.0,2.1,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
52,12.7,2.4,29.0,0.0,5.2,Desempleado,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,1
36,13.8,7.2,25.0,7.0,0.8,Empleado,Licenciatura,Con amigos en linea,Competir,Juego por diversion,1
49,0.0,0.0,30.0,18.0,3.1,Estudiante,Licenciatura,Multijugador presencial,Competir,Juego por diversion,2
19,13.4,2.9,20.0,24.0,1.7,Estudiante,Preparatoria,Con amigos en linea,Competir,Gano un poco,1
53,38.0,5.4,13.0,3.0,3.2,Empleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
23,4.1,2.1,22.0,19.0,3.3,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,2
18,29.9,3.1,16.0,17.0,1.4,Empleado,Preparatoria,Multijugador en linea,Relajarme,Juego por diversion,2
42,18.4,1.2,21.0,8.0,0.6,Estudiante,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,1
45,17.0,0.1,27.0,28.0,3.1,Estudiante,Preparatoria,Multijugador en linea,Competir,Juego por diversion,2
39,0.7,5.0,20.0,35.0,2.3,Empleado,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
32,33.9,11.8,24.0,21.0,0.0,Estudiante,Maestria,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
29,9.6,2.2,21.0,5.0,1.6,Estudiante,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
24,20.5,3.9,19.0,16.0,0.9,Estudiante,Maestria,Multijugador en linea,Socializar,Juego por diversion,1
32,26.9,5.6,25.0,32.0,2.5,Estudiante,Maestria,Multijugador presencial,Mejorar habilidad,Es mi sustento,2
19,33.0,1.6,18.0,7.0,2.9,Empleado,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,1
14,22.7,7.0,30.0,24.0,3.0,Estudiante,Maestria,Multijugador en linea,Socializar,Juego por diversion,2
25,20.9,3.2,19.0,13.0,3.3,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,2
45,16.9,8.2,20.0,27.0,4.0,Empleado,Preparatoria,Con amigos en linea,Competir,Juego por diversion,2
39,35.1,3.6,7.0,29.0,2.5,Empleado,Maestria,Un jugador,Socializar,Juego por diversion,2
17,2.7,0.0,10.0,21.0,3.9,Estudiante,Licenciatura,Un jugador,Diversion,Juego por diversion,3
46,15.9,5.6,21.0,28.0,2.3,Empleado,Licenciatura,Multijugador presencial,Relajarme,Juego por diversion,3
51,15.0,0.0,19.0,21.0,2.7,Estudiante,Licenciatura,Con amigos en linea,Competir,Juego por diversion,2
27,23.5,6.3,21.0,11.0,1.0,Estudiante,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,1
19,21.9,0.0,27.0,25.0,3.1,Desempleado,Preparatoria,Un jugador,Diversion,Juego por diversion,2
38,25.6,0.0,8.0,25.0,3.9,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,4
21,10.2,0.4,23.0,27.0,0.7,Empleado,Licenciatura,Multijugador en linea,Diversion,Juego por diversion,4
50,13.1,6.1,8.0,18.0,2.7,Estudiante,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,2
18,29.4,1.9,15.0,16.0,2.3,Estudiante,Maestria,Un jugador,Socializar,Juego por diversion,3
15,42.2,7.5,18.0,6.0,3.9,Estudiante,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,3
48,17.5,5.5,26.0,0.0,2.9,Empleado,Preparatoria,Un jugador,Socializar,Juego por diversion,2
50,11.6,3.8,13.0,11.0,4.4,Estudiante,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
29,28.4,4.4,27.0,0.0,5.0,Desempleado,Maestria,Un jugador,Diversion,Juego por diversion,1
46,20.1,2.0,20.0,44.0,3.9,Estudiante,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
28,0.0,3.0,24.0,28.0,2.9,Empleado,Licenciatura,Con amigos en linea,Diversion,Juego por diversion,2
40,34.7,0.3,26.0,12.0,3.6,Estudiante,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
44,17.6,3.1,20.0,7.0,4.1,Empleado,Licenciatura,Un jugador,Diversion,Juego por diversion,2
25,29.1,0.4,5.0,12.0,5.4,Estudiante,Maestria,Multijugador presencial,Relajarme,Juego por diversion,2
43,10.8,5.0,26.0,27.0,3.3,Empleado,Preparatoria,Multijugador presencial,Socializar,Juego por diversion,2
14,0.0,3.6,19.0,22.0,2.4,Estudiante,Preparatoria,Un jugador,Diversion,Juego por diversion,2
33,21.2,3.0,27.0,0.0,2.6,Empleado,Maestria,Un jugador,Diversion,Juego por diversion,1
50,22.4,5.8,17.0,16.0,3.3,Estudiante,Maestria,Multijugador presencial,Socializar,Juego por diversion,1
17,26.3,0.4,16.0,22.0,2.9,Empleado,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,3
49,24.8,5.9,21.0,24.0,2.6,Estudiante,Maestria,Un jugador,Mejorar habilidad,Juego por diversion,2
40,41.7,4.5,24.0,17.0,2.4,Estudiante,Maestria,Un jugador,Mejorar habilidad,Juego por diversion,2
54,33.2,0.0,23.0,45.0,1.9,Empleado,Preparatoria,Con amigos en linea,Competir,Gano un poco,3
26,26.1,2.9,20.0,35.0,1.8,Empleado,Licenciatura,Un jugador,Relajarme,Juego por diversion,3
53,15.5,4.0,22.0,9.0,0.9,Estudiante,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,1
17,5.9,0.9,13.0,29.0,4.8,Estudiante,Licenciatura,Con amigos en linea,Competir,Juego por diversion,3
42,27.4,5.9,10.0,27.0,1.9,Empleado,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,3
14,19.8,0.0,9.0,21.0,3.4,Empleado,Licenciatura,Multijugador en linea,Relajarme,Juego por diversion,3
26,22.7,0.7,7.0,12.0,2.2,Estudiante,Preparatoria,Multijugador en linea,Competir,Gano un poco,3
41,13.6,0.2,23.0,0.0,2.5,Estudiante,Licenciatura,Con amigos en linea,Mejorar habilidad,Gano un poco,2
15,22.2,7.5,20.0,5.0,3.0,Estudiante,Preparatoria,Multijugador en linea,Socializar,Juego por diversion,2
46,23.5,4.5,24.0,37.0,3.9,Estudiante,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,3
39,21.6,0.0,21.0,35.0,2.6,Desempleado,Licenciatura,Multijugador en linea,Socializar,Gano un poco,3
28,19.0,8.1,32.0,0.0,3.1,Estudiante,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,1
24,13.5,8.8,14.0,8.0,1.3,Estudiante,Maestria,Multijugador presencial,Competir,Juego por diversion,2
38,28.3,7.3,15.0,24.0,1.9,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Gano un poco,3
14,26.9,0.0,9.0,13.0,1.9,Desempleado,Preparatoria,Con amigos en linea,Relajarme,Gano un poco,3
32,6.2,1.2,33.0,1.0,5.0,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,1
43,11.0,2.9,27.0,16.0,4.2,Estudiante,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,1
41,11.2,3.8,14.0,31.0,2.8,Estudiante,Preparatoria,Un jugador,Socializar,Juego por diversion,1
33,12.6,5.0,9.0,22.0,2.7,Estudiante,Doctorado,Un jugador,Socializar,Juego por diversion,2
48,12.1,3.1,6.0,23.0,4.0,Estudiante,Preparatoria,Multijugador presencial,Mejorar habilidad,Juego por diversion,3
42,7.7,5.7,16.0,27.0,2.2,Estudiante,Licenciatura,Un jugador,Mejorar habilidad,Gano un poco,2
41,0.0,3.4,31.0,19.0,0.8,Estudiante,Licenciatura,Un jugador,Diversion,Juego por diversion,2
35,34.4,0.0,28.0,39.0,4.0,Estudiante,Maestria,Un jugador,Competir,Juego por diversion,3
21,11.3,2.4,19.0,18.0,4.9,Empleado,Maestria,Con amigos en linea,Relajarme,Juego por diversion,2
42,17.4,0.0,13.0,0.0,5.1,Estudiante,Licenciatura,Con amigos en linea,Socializar,Juego por diversion,2
44,34.9,1.4,28.0,21.0,2.9,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,3
37,26.6,5.5,20.0,26.0,2.5,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,2
29,35.8,6.8,28.0,32.0,2.5,Empleado,Preparatoria,Multijugador en linea,Competir,Gano un poco,2
35,10.9,5.4,22.0,14.0,2.4,Empleado,Doctorado,Un jugador,Competir,Es mi sustento,1
26,21.4,0.0,22.0,23.0,1.5,Estudiante,Licenciatura,Un jugador,Relajarme,Juego por diversion,2
44,33.0,0.3,22.0,15.0,5.5,Estudiante,Licenciatura,Un jugador,Competir,Juego por diversion,3
38,18.8,4.8,16.0,10.0,3.1,Estudiante,Preparatoria,Multijugador en linea,Mejorar habilidad,Juego por diversion,2
29,11.5,6.0,25.0,20.0,1.9,Estudiante,Licenciatura,Multijugador en linea,Competir,Juego por diversion,3
48,25.3,0.0,20.0,27.0,0.6,Empleado,Licenciatura,Multijugador en linea,Relajarme,Es mi sustento,2
34,35.9,0.0,12.0,24.0,3.8,Estudiante,Preparatoria,Multijugador presencial,Competir,Gano un poco,3
43,1.0,2.1,31.0,33.0,0.9,Estudiante,Preparatoria,Un jugador,Competir,Juego por diversion,2
36,31.2,3.5,24.0,16.0,4.2,Empleado,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,1
42,27.2,4.1,14.0,5.0,3.4,Estudiante,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,3
20,7.2,0.8,28.0,31.0,2.4,Desempleado,Preparatoria,Con amigos en linea,Competir,Juego por diversion,1
40,13.8,7.2,18.0,21.0,3.5,Estudiante,Licenciatura,Multijugador en linea,Competir,Juego por diversion,2
19,25.6,0.0,21.0,11.0,3.7,Empleado,Maestria,Multijugador presencial,Competir,Juego por diversion,2
50,0.0,3.3,23.0,31.0,5.5,Estudiante,Maestria,Con amigos en linea,Competir,Juego por diversion,2
16,17.6,4.3,23.0,36.0,5.6,Estudiante,Maestria,Con amigos en linea,Competir,Juego por diversion,1
26,22.1,5.2,20.0,23.0,3.1,Empleado,Preparatoria,Un jugador,Competir,Juego por diversion,2
34,15.4,3.0,11.0,0.0,5.2,Empleado,Licenciatura,Con amigos en linea,Mejorar habilidad,Juego por diversion,4
48,16.2,6.2,18.0,32.0,3.3,Estudiante,Licenciatura,Un jugador,Competir,Gano un poco,2
22,0.0,3.2,20.0,17.0,5.5,Desempleado,Preparatoria,Con amigos en linea,Mejorar habilidad,Juego por diversion,2
31,1.0,0.0,25.0,33.0,3.2,Estudiante,Preparatoria,Un jugador,Mejorar habilidad,Juego por diversion,2
17,14.8,1.9,15.0,0.0,4.4,Empleado,Licenciatura,Un jugador,Socializar,Gano un poco,1
42,50.0,3.4,18.0,38.0,3.8,Estudiante,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,4
34,20.5,0.0,30.0,27.0,3.7,Estudiante,Preparatoria,Multijugador presencial,Relajarme,Juego por diversion,1
42,24.9,8.7,13.0,3.0,2.5,Estudiante,Preparatoria,Con amigos en linea,Relajarme,Juego por diversion,3
29,21.0,0.0,20.0,38.0,4.6,Estudiante,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,3
17,28.3,3.0,13.0,19.0,4.1,Estudiante,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,2
46,6.2,6.2,13.0,7.0,2.8,Estudiante,Licenciatura,Multijugador presencial,Mejorar habilidad,Juego por diversion,1
50,47.4,0.5,14.0,38.0,4.0,Empleado,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,3
44,13.1,6.4,25.0,40.0,3.8,Estudiante,Preparatoria,Un jugador,Competir,Juego por diversion,3
39,1.1,0.0,23.0,7.0,5.1,Estudiante,Preparatoria,Multijugador en linea,Diversion,Juego por diversion,2
30,15.6,0.0,19.0,7.0,2.2,Desempleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,1
28,22.6,2.8,22.0,27.0,2.3,Empleado,Licenciatura,Multijugador en linea,Mejorar habilidad,Juego por diversion,3
37,22.4,4.1,25.0,23.0,3.1,Estudiante,Licenciatura,Multijugador presencial,Socializar,Juego por diversion,2
21,3.7,6.1,18.0,43.0,3.2,Estudiante,Licenciatura,Con amigos en linea,Competir,Juego por diversion,3
27,25.0,5.8,22.0,29.0,2.7,Estudiante,Maestria,Multijugador presencial,Mejorar habilidad,Gano un poco,2
39,15.9,6.3,22.0,18.0,3.8,Estudiante,Licenciatura,Con amigos en linea,Relajarme,Juego por diversion,1
33,40.1,6.7,26.0,47.0,4.2,Empleado,Licenciatura,Multijugador en linea,Socializar,Juego por diversion,3
23,17.5,4.6,22.0,12.0,2.9,Estudiante,Preparatoria,Multijugador presencial,Diversion,Juego por diversion,2
37,40.2,4.3,19.0,36.0,2.4,Desempleado,Preparatoria,Con amigos en linea,Diversion,Juego por diversion,2
50,2.2,0.6,15.0,32.0,3.4,Desempleado,Licenciatura,Un jugador,Competir,Juego por diversion,3
35,22.8,0.0,35.0,9.0,3.3,Estudiante,Maestria,Un jugador,Socializar,Juego por diversion,2
