PLACA_INI_INTERRUP,PLACA_FIN_INTERRUP,ELEM_FIN_INTERRUP,FECHA_INI_INTERRUP,FECHA_FIN_INTERRUP,DURACION_INT_HRS,CAUSA_FALLA,COMENTARIOS_OA,MUNICIPIO_ELEM_INI,CKTO_ELE_OPE
PLACA_0115,PLACA_0051,Seccionador,2016-01-18 12:00:00,2016-01-18 13:21:00,1.35,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_2,Circuito_5
PLACA_0119,PLACA_0057,Conductor,2013-06-11 11:00:00,2013-06-11 12:51:00,1.85,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_3,Circuito_12
PLACA_0120,PLACA_0072,Conductor,2016-01-09 08:00:00,2016-01-09 13:07:12,5.12,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_3
PLACA_0032,PLACA_0007,Conductor,2016-04-16 07:00:00,2016-04-16 10:14:24,3.24,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_5,Circuito_4
PLACA_0043,PLACA_0092,Fusible,2013-07-25 13:00:00,2013-07-25 18:06:36,5.11,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_1,Circuito_11
PLACA_0053,PLACA_0084,Fusible,2016-02-02 05:00:00,2016-02-02 06:42:36,1.71,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_11
PLACA_0083,PLACA_0008,Poste,2014-10-20 09:00:00,2014-10-20 13:31:48,4.53,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_6,Circuito_10
PLACA_0054,PLACA_0113,Transformador,2013-03-18 05:00:00,2013-03-18 05:34:48,0.58,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_1,Circuito_14
PLACA_0112,PLACA_0119,Seccionador,2014-01-17 23:00:00,2014-01-18 02:06:36,3.11,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_1,Circuito_1
PLACA_0037,PLACA_0059,Conductor,2013-08-08 10:00:00,2013-08-08 14:44:24,4.74,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_9
PLACA_0035,PLACA_0025,Poste,2015-10-30 14:00:00,2015-10-30 14:33:36,0.56,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_3
PLACA_0024,PLACA_0002,Conductor,2014-06-11 22:00:00,2014-06-11 23:43:48,1.73,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_3,Circuito_13
PLACA_0079,PLACA_0110,Conductor,2014-01-31 05:00:00,2014-01-31 08:06:36,3.11,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_4,Circuito_14
PLACA_0086,PLACA_0013,Transformador,2013-06-27 12:00:00,2013-06-27 18:00:00,6.0,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_2,Circuito_8
PLACA_0050,PLACA_0031,Fusible,2013-01-14 08:00:00,2013-01-14 09:51:00,1.85,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_6
PLACA_0034,PLACA_0084,Seccionador,2016-03-19 00:00:00,2016-03-19 04:24:36,4.41,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_6,Circuito_4
PLACA_0021,PLACA_0052,Conductor,2015-08-12 09:00:00,2015-08-12 16:45:00,7.75,Contacto animal,Ave posada provoco corto en el aislador,Municipio_5,Circuito_15
PLACA_0016,PLACA_0082,Seccionador,2014-09-29 22:00:00,2014-09-30 02:33:00,4.55,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_3,Circuito_10
PLACA_0059,PLACA_0096,Aislador,2015-09-07 04:00:00,2015-09-07 06:33:00,2.55,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_7
PLACA_0106,PLACA_0028,Transformador,2016-01-06 21:00:00,2016-01-07 00:57:00,3.95,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_13
PLACA_0068,PLACA_0091,Seccionador,2015-12-13 14:00:00,2015-12-13 15:48:00,1.8,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_1,Circuito_15
PLACA_0026,PLACA_0074,Aislador,2016-01-27 16:00:00,2016-01-27 19:12:36,3.21,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_2,Circuito_3
PLACA_0088,PLACA_0027,Conductor,2015-06-24 03:00:00,2015-06-24 05:39:00,2.65,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_8
PLACA_0059,PLACA_0017,Aislador,2015-07-02 01:00:00,2015-07-02 04:51:00,3.85,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_4,Circuito_8
PLACA_0104,PLACA_0040,Conductor,2015-08-05 21:00:00,2015-08-05 23:08:24,2.14,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_1,Circuito_7
PLACA_0010,PLACA_0006,Fusible,2014-03-23 18:00:00,2014-03-23 22:00:36,4.01,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_12
PLACA_0005,PLACA_0037,Fusible,2013-05-22 15:00:00,2013-05-22 17:07:12,2.12,Contacto animal,Ave posada provoco corto en el aislador,Municipio_2,Circuito_13
PLACA_0048,PLACA_0115,Fusible,2016-08-15 13:00:00,2016-08-15 18:30:36,5.51,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_4,Circuito_14
PLACA_0088,PLACA_0085,Aislador,2015-02-09 02:00:00,2015-02-09 04:18:00,2.3,Otros,Cometa sobre la linea reportada por vecinos,Municipio_2,Circuito_11
PLACA_0051,PLACA_0068,Transformador,2014-01-01 17:00:00,2014-01-01 17:19:12,0.32,Otros,Objeto extraño enredado en la red de distribucion,Municipio_6,Circuito_4
PLACA_0087,PLACA_0093,Aislador,2014-09-04 14:00:00,2014-09-04 15:12:36,1.21,Otros,Objeto extraño enredado en la red de distribucion,Municipio_4,Circuito_9
PLACA_0045,PLACA_0020,Seccionador,2014-05-22 14:00:00,2014-05-22 17:02:24,3.04,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_15
PLACA_0054,PLACA_0079,Poste,2013-03-07 21:00:00,2013-03-08 05:49:48,8.83,Otros,Objeto extraño enredado en la red de distribucion,Municipio_2,Circuito_4
PLACA_0077,PLACA_0087,Conductor,2013-03-10 14:00:00,2013-03-10 19:22:12,5.37,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_1,Circuito_4
PLACA_0070,PLACA_0028,Poste,2015-06-18 07:00:00,2015-06-18 07:14:24,0.24,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_2,Circuito_9
PLACA_0074,PLACA_0077,Conductor,2016-03-25 10:00:00,2016-03-25 10:42:36,0.71,Otros,Objeto extraño enredado en la red de distribucion,Municipio_3,Circuito_4
PLACA_0029,PLACA_0053,Seccionador,2016-09-14 16:00:00,2016-09-14 22:31:12,6.52,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_3,Circuito_1
PLACA_0087,PLACA_0055,Aislador,2013-12-25 20:00:00,2013-12-26 00:43:12,4.72,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_4,Circuito_1
PLACA_0101,PLACA_0068,Seccionador,2016-10-06 12:00:00,2016-10-06 23:58:12,11.97,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_6,Circuito_7
PLACA_0097,PLACA_0069,Fusible,2015-02-10 05:00:00,2015-02-10 07:03:00,2.05,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_2,Circuito_14
PLACA_0118,PLACA_0008,Aislador,2013-10-23 14:00:00,2013-10-23 15:25:48,1.43,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_4,Circuito_7
PLACA_0033,PLACA_0027,Seccionador,2015-03-07 07:00:00,2015-03-07 10:10:12,3.17,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_6,Circuito_2
PLACA_0093,PLACA_0107,Transformador,2013-07-09 17:00:00,2013-07-09 19:01:12,2.02,Otros,Cometa sobre la linea reportada por vecinos,Municipio_1,Circuito_5
PLACA_0112,PLACA_0010,Transformador,2016-05-19 01:00:00,2016-05-19 07:06:36,6.11,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_12
PLACA_0112,PLACA_0117,Seccionador,2015-09-09 06:00:00,2015-09-09 07:57:36,1.96,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_15
PLACA_0097,PLACA_0062,Transformador,2013-08-29 23:00:00,2013-08-30 01:25:12,2.42,Contacto animal,Ave posada provoco corto en el aislador,Municipio_6,Circuito_10
PLACA_0042,PLACA_0100,Seccionador,2014-05-06 17:00:00,2014-05-06 18:15:00,1.25,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_8
PLACA_0047,PLACA_0066,Fusible,2014-09-24 08:00:00,2014-09-24 13:07:48,5.13,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_2
PLACA_0118,PLACA_0027,Seccionador,2015-08-20 10:00:00,2015-08-20 11:19:48,1.33,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_3,Circuito_7
PLACA_0034,PLACA_0071,Aislador,2013-10-26 00:00:00,2013-10-26 04:04:12,4.07,Contacto animal,Ave posada provoco corto en el aislador,Municipio_5,Circuito_12
PLACA_0030,PLACA_0049,Aislador,2014-02-06 10:00:00,2014-02-06 19:49:12,9.82,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_8
PLACA_0098,PLACA_0106,Fusible,2014-11-23 08:00:00,2014-11-23 08:28:12,0.47,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_6,Circuito_11
PLACA_0102,PLACA_0046,Transformador,2013-12-11 23:00:00,2013-12-12 06:59:24,7.99,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_2,Circuito_12
PLACA_0008,PLACA_0068,Poste,2016-01-16 20:00:00,2016-01-16 23:42:00,3.7,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_1,Circuito_14
PLACA_0108,PLACA_0081,Transformador,2015-04-25 04:00:00,2015-04-25 05:04:12,1.07,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_1,Circuito_12
PLACA_0048,PLACA_0008,Aislador,2015-11-02 14:00:00,2015-11-02 17:15:36,3.26,Contacto animal,Ave posada provoco corto en el aislador,Municipio_6,Circuito_11
PLACA_0003,PLACA_0001,Aislador,2016-09-12 15:00:00,2016-09-12 20:01:12,5.02,Otros,Cometa sobre la linea reportada por vecinos,Municipio_5,Circuito_7
PLACA_0037,PLACA_0003,Aislador,2014-07-17 17:00:00,2014-07-17 18:30:36,1.51,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_6,Circuito_11
PLACA_0068,PLACA_0020,Transformador,2013-08-08 03:00:00,2013-08-08 07:13:48,4.23,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_10
PLACA_0011,PLACA_0048,Fusible,2014-07-02 12:00:00,2014-07-02 20:25:48,8.43,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_10
PLACA_0088,PLACA_0106,Poste,2014-04-08 09:00:00,2014-04-08 10:57:36,1.96,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_6,Circuito_14
PLACA_0049,PLACA_0049,Aislador,2013-07-11 12:00:00,2013-07-11 13:14:24,1.24,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_1
PLACA_0064,PLACA_0109,Fusible,2013-12-17 02:00:00,2013-12-17 04:43:12,2.72,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_6,Circuito_13
PLACA_0030,PLACA_0028,Conductor,2015-12-18 01:00:00,2015-12-18 04:07:48,3.13,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_5,Circuito_8
PLACA_0073,PLACA_0085,Poste,2014-07-29 17:00:00,2014-07-29 23:19:48,6.33,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_15
PLACA_0019,PLACA_0097,Conductor,2014-03-01 18:00:00,2014-03-01 20:39:00,2.65,Otros,Objeto extraño enredado en la red de distribucion,Municipio_4,Circuito_15
PLACA_0073,PLACA_0107,Fusible,2016-02-29 07:00:00,2016-02-29 09:06:36,2.11,Contacto animal,Ave posada provoco corto en el aislador,Municipio_6,Circuito_15
PLACA_0093,PLACA_0011,Aislador,2013-10-14 22:00:00,2013-10-14 23:12:36,1.21,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_6
PLACA_0044,PLACA_0078,Aislador,2014-04-21 02:00:00,2014-04-21 02:33:36,0.56,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_5,Circuito_7
PLACA_0035,PLACA_0101,Fusible,2013-03-02 20:00:00,2013-03-02 20:53:24,0.89,Otros,Cometa sobre la linea reportada por vecinos,Municipio_4,Circuito_4
PLACA_0088,PLACA_0075,Conductor,2015-06-04 05:00:00,2015-06-04 05:52:48,0.88,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_4,Circuito_2
PLACA_0010,PLACA_0011,Seccionador,2014-05-20 22:00:00,2014-05-21 00:26:24,2.44,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_2,Circuito_7
PLACA_0050,PLACA_0041,Seccionador,2013-11-12 23:00:00,2013-11-12 23:41:24,0.69,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_1,Circuito_2
PLACA_0098,PLACA_0035,Poste,2015-06-30 11:00:00,2015-06-30 13:52:48,2.88,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_2,Circuito_2
PLACA_0066,PLACA_0053,Poste,2016-02-15 17:00:00,2016-02-16 02:40:12,9.67,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_1,Circuito_2
PLACA_0101,PLACA_0042,Fusible,2016-05-07 19:00:00,2016-05-08 01:27:00,6.45,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_1,Circuito_5
PLACA_0074,PLACA_0067,Transformador,2016-02-20 07:00:00,2016-02-20 09:25:12,2.42,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_6,Circuito_7
PLACA_0064,PLACA_0019,Poste,2014-09-09 08:00:00,2014-09-09 21:49:48,13.83,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_2,Circuito_7
PLACA_0047,PLACA_0033,Transformador,2015-09-19 02:00:00,2015-09-19 05:08:24,3.14,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_6,Circuito_11
PLACA_0014,PLACA_0018,Seccionador,2014-02-05 14:00:00,2014-02-05 17:28:48,3.48,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_1,Circuito_7
PLACA_0057,PLACA_0043,Fusible,2015-02-18 10:00:00,2015-02-18 12:40:48,2.68,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_6,Circuito_10
PLACA_0026,PLACA_0062,Seccionador,2016-05-20 22:00:00,2016-05-21 00:55:12,2.92,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_2,Circuito_7
PLACA_0074,PLACA_0101,Transformador,2016-07-20 15:00:00,2016-07-20 16:54:36,1.91,Otros,Cometa sobre la linea reportada por vecinos,Municipio_3,Circuito_7
PLACA_0120,PLACA_0073,Transformador,2015-01-18 03:00:00,2015-01-18 05:27:00,2.45,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_5,Circuito_9
PLACA_0060,PLACA_0091,Transformador,2013-02-25 23:00:00,2013-02-26 07:01:48,8.03,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_4,Circuito_13
PLACA_0087,PLACA_0064,Transformador,2013-05-22 13:00:00,2013-05-22 19:55:48,6.93,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_6,Circuito_5
PLACA_0055,PLACA_0102,Fusible,2013-11-12 22:00:00,2013-11-12 22:18:00,0.3,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_1,Circuito_8
PLACA_0069,PLACA_0065,Conductor,2016-04-07 12:00:00,2016-04-07 12:46:12,0.77,Otros,Cometa sobre la linea reportada por vecinos,Municipio_4,Circuito_9
PLACA_0082,PLACA_0118,Poste,2016-01-05 19:00:00,2016-01-05 20:31:48,1.53,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_1,Circuito_13
PLACA_0083,PLACA_0079,Poste,2014-12-29 05:00:00,2014-12-29 10:44:24,5.74,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_11
PLACA_0014,PLACA_0002,Poste,2014-11-11 13:00:00,2014-11-11 20:01:48,7.03,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_4
PLACA_0089,PLACA_0074,Transformador,2016-02-17 18:00:00,2016-02-17 23:00:36,5.01,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_4,Circuito_6
PLACA_0065,PLACA_0020,Seccionador,2016-04-20 22:00:00,2016-04-20 23:04:12,1.07,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_1,Circuito_8
PLACA_0107,PLACA_0094,Transformador,2013-06-25 03:00:00,2013-06-25 04:56:24,1.94,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_5
PLACA_0045,PLACA_0061,Poste,2015-12-04 15:00:00,2015-12-04 19:17:24,4.29,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_4,Circuito_12
PLACA_0006,PLACA_0104,Conductor,2013-05-18 09:00:00,2013-05-18 11:28:48,2.48,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_1,Circuito_1
PLACA_0103,PLACA_0022,Conductor,2013-08-12 21:00:00,2013-08-12 23:12:36,2.21,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_2,Circuito_9
PLACA_0055,PLACA_0060,Transformador,2014-11-09 17:00:00,2014-11-09 19:14:24,2.24,Contacto animal,Ave posada provoco corto en el aislador,Municipio_4,Circuito_11
PLACA_0051,PLACA_0004,Conductor,2016-09-08 13:00:00,2016-09-08 19:34:48,6.58,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_5,Circuito_15
PLACA_0001,PLACA_0091,Transformador,2015-05-30 12:00:00,2015-05-30 16:36:00,4.6,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_2,Circuito_5
PLACA_0103,PLACA_0112,Aislador,2016-03-28 03:00:00,2016-03-28 05:20:24,2.34,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_2,Circuito_6
PLACA_0086,PLACA_0111,Fusible,2013-08-22 08:00:00,2013-08-22 11:49:12,3.82,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_5,Circuito_11
PLACA_0076,PLACA_0015,Seccionador,2016-06-05 12:00:00,2016-06-05 12:55:48,0.93,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_3,Circuito_14
PLACA_0103,PLACA_0039,Aislador,2016-10-11 22:00:00,2016-10-11 23:56:24,1.94,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_5,Circuito_2
PLACA_0040,PLACA_0015,Transformador,2013-08-30 07:00:00,2013-08-30 13:09:36,6.16,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_12
PLACA_0018,PLACA_0074,Fusible,2015-05-07 19:00:00,2015-05-07 19:38:24,0.64,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_4,Circuito_3
PLACA_0072,PLACA_0022,Fusible,2016-08-14 05:00:00,2016-08-14 09:38:24,4.64,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_3,Circuito_3
PLACA_0111,PLACA_0046,Poste,2016-06-22 01:00:00,2016-06-22 01:18:00,0.3,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_4,Circuito_3
PLACA_0084,PLACA_0064,Fusible,2016-02-25 16:00:00,2016-02-26 00:55:12,8.92,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_6,Circuito_8
PLACA_0011,PLACA_0073,Poste,2015-09-28 05:00:00,2015-09-28 06:54:00,1.9,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_2,Circuito_5
PLACA_0022,PLACA_0100,Fusible,2016-01-07 09:00:00,2016-01-07 13:01:48,4.03,Contacto animal,Ave posada provoco corto en el aislador,Municipio_5,Circuito_12
PLACA_0015,PLACA_0074,Poste,2016-01-31 16:00:00,2016-01-31 19:16:12,3.27,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_3,Circuito_13
PLACA_0098,PLACA_0093,Fusible,2016-01-16 01:00:00,2016-01-16 04:21:36,3.36,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_5,Circuito_4
PLACA_0039,PLACA_0112,Poste,2016-08-31 07:00:00,2016-08-31 10:46:12,3.77,Otros,Objeto extraño enredado en la red de distribucion,Municipio_4,Circuito_5
PLACA_0100,PLACA_0104,Transformador,2015-06-19 03:00:00,2015-06-19 03:31:12,0.52,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_13
PLACA_0079,PLACA_0081,Fusible,2014-12-20 22:00:00,2014-12-21 01:24:36,3.41,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_2,Circuito_10
PLACA_0073,PLACA_0045,Aislador,2014-02-28 01:00:00,2014-02-28 03:35:24,2.59,Contacto animal,Ave posada provoco corto en el aislador,Municipio_3,Circuito_10
PLACA_0074,PLACA_0035,Aislador,2014-08-23 09:00:00,2014-08-23 10:54:36,1.91,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_6,Circuito_14
PLACA_0111,PLACA_0084,Transformador,2013-05-02 08:00:00,2013-05-02 09:31:48,1.53,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_6,Circuito_14
PLACA_0098,PLACA_0108,Conductor,2014-10-22 07:00:00,2014-10-22 10:28:48,3.48,Contacto animal,Ave posada provoco corto en el aislador,Municipio_4,Circuito_8
PLACA_0054,PLACA_0049,Fusible,2014-07-05 20:00:00,2014-07-05 21:15:00,1.25,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_1,Circuito_11
PLACA_0096,PLACA_0036,Conductor,2015-04-06 16:00:00,2015-04-06 22:04:48,6.08,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_8
PLACA_0112,PLACA_0100,Conductor,2016-04-06 00:00:00,2016-04-06 04:14:24,4.24,Otros,Cometa sobre la linea reportada por vecinos,Municipio_1,Circuito_12
PLACA_0046,PLACA_0109,Poste,2016-09-22 22:00:00,2016-09-23 01:38:24,3.64,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_5,Circuito_7
PLACA_0035,PLACA_0042,Seccionador,2014-03-10 15:00:00,2014-03-10 20:54:36,5.91,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_9
PLACA_0115,PLACA_0088,Poste,2015-09-21 10:00:00,2015-09-21 10:25:48,0.43,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_1,Circuito_2
PLACA_0119,PLACA_0110,Transformador,2013-02-03 03:00:00,2013-02-03 03:54:00,0.9,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_8
PLACA_0117,PLACA_0017,Conductor,2014-02-19 22:00:00,2014-02-20 02:22:12,4.37,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_3
PLACA_0047,PLACA_0033,Poste,2013-07-11 20:00:00,2013-07-11 21:36:36,1.61,Otros,Cometa sobre la linea reportada por vecinos,Municipio_3,Circuito_11
PLACA_0081,PLACA_0040,Conductor,2013-04-17 12:00:00,2013-04-17 13:47:24,1.79,Otros,Objeto extraño enredado en la red de distribucion,Municipio_6,Circuito_13
PLACA_0013,PLACA_0001,Transformador,2013-07-06 22:00:00,2013-07-06 22:46:12,0.77,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_4,Circuito_2
PLACA_0057,PLACA_0002,Poste,2015-11-30 21:00:00,2015-11-30 22:15:36,1.26,Contacto animal,Ave posada provoco corto en el aislador,Municipio_6,Circuito_6
PLACA_0010,PLACA_0030,Fusible,2013-09-28 15:00:00,2013-09-28 21:10:12,6.17,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_1,Circuito_12
PLACA_0113,PLACA_0039,Transformador,2014-10-04 11:00:00,2014-10-04 15:18:00,4.3,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_4,Circuito_13
PLACA_0019,PLACA_0009,Aislador,2016-08-06 21:00:00,2016-08-07 00:27:00,3.45,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_5,Circuito_1
PLACA_0093,PLACA_0028,Conductor,2015-06-21 11:00:00,2015-06-21 12:51:00,1.85,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_6,Circuito_3
PLACA_0012,PLACA_0115,Poste,2015-06-26 06:00:00,2015-06-26 09:17:24,3.29,Otros,"Interrupcion fuera de norma, se programa revision",Municipio_2,Circuito_13
PLACA_0055,PLACA_0041,Transformador,2015-02-26 11:00:00,2015-02-26 17:32:24,6.54,Contacto animal,Se hallaron restos de animal en el area del transformador,Municipio_2,Circuito_5
PLACA_0077,PLACA_0093,Aislador,2016-02-08 19:00:00,2016-02-08 20:38:24,1.64,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_13
PLACA_0027,PLACA_0067,Aislador,2016-09-10 09:00:00,2016-09-10 11:55:12,2.92,Otros,Objeto extraño enredado en la red de distribucion,Municipio_5,Circuito_4
PLACA_0101,PLACA_0115,Transformador,2016-08-16 01:00:00,2016-08-16 10:16:48,9.28,Vegetación,Caida de arbol cerca del circuito por viento fuerte,Municipio_4,Circuito_7
PLACA_0010,PLACA_0068,Poste,2016-07-30 19:00:00,2016-07-30 23:57:36,4.96,Contacto animal,Contacto de fauna con el conductor detectado en campo,Municipio_3,Circuito_15
PLACA_0047,PLACA_0070,Conductor,2016-03-10 13:00:00,2016-03-10 14:52:12,1.87,Elemento fallado,Fusible fallo por sobrecarga sostenida,Municipio_2,Circuito_13
PLACA_0009,PLACA_0002,Seccionador,2013-02-04 18:00:00,2013-02-04 22:41:24,4.69,Elemento fallado,"Cortacircuito dañado por desgaste, se reemplaza en sitio",Municipio_2,Circuito_1
PLACA_0081,PLACA_0092,Aislador,2015-11-04 09:00:00,2015-11-04 09:37:48,0.63,Otros,Cometa sobre la linea reportada por vecinos,Municipio_4,Circuito_7
PLACA_0069,PLACA_0079,Transformador,2016-08-04 17:00:00,2016-08-04 19:49:48,2.83,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_3,Circuito_2
PLACA_0069,PLACA_0042,Fusible,2014-02-21 04:00:00,2014-02-21 08:41:24,4.69,Elemento fallado,"Aislador con fractura visible, elemento mal estado",Municipio_5,Circuito_11
PLACA_0009,PLACA_0040,Conductor,2016-10-26 20:00:00,2016-10-26 23:58:12,3.97,Vegetación,Falta de poda genero contacto con vegetacion,Municipio_4,Circuito_12
PLACA_0012,PLACA_0119,Fusible,2013-04-29 07:00:00,2013-04-29 11:39:00,4.65,Otros,Objeto extraño enredado en la red de distribucion,Municipio_1,Circuito_8
PLACA_0095,PLACA_0085,Conductor,2014-09-26 21:00:00,2014-09-27 02:23:24,5.39,Vegetación,Rama sobre la linea provoco interrupcion,Municipio_2,Circuito_2
PLACA_0064,PLACA_0045,Aislador,2013-01-24 05:00:00,2013-01-24 09:12:00,4.2,Contacto animal,Ave posada provoco corto en el aislador,Municipio_5,Circuito_13
