data_Tcamp,data_productividad_per,data_import_unico,data_dias_empresa,data_Tedad,data_T_RangoEdad,data_numero_hijos,data_T_numero_hijos,data_pobreza,data_veces,data_Tsexo,dummies_Tsexo_Mujer,data_GRADO2,data_Testado_civil,data_distancia,data_sumCOD,data_sumHRSLB,data_n_lote,data_n_fundo,data_n_variedad,data_otros_bono,data_sum_hora_extra,data_sum_aux_bono_total,data_bono_produc,data_BANCARIZADO,data_PEOR_CALIF_U6M,data_MODA_CALIF_U6M,data_TIPCRE_UM,data_DEUDA_PROM_U6M,data_NRO_ENT_PROM_U6M,data_DIAS_ATRASO_PROM_U6M
19,55.28,2044.01,190,32,31-40,0,Sin hijos,0.43,1,Hombre,0,Iletrado,Soltero,62.5,1350.0,47.9,19,1,2,160.3,49.5,295.9,165.6,0,Normal,Deficiente,Consumo,0.0,0,0.0
19,103.03,5127.56,177,27,26-30,0,Sin hijos,0.485,1,Mujer,1,Iletrado,Soltero,29.2,2984.0,71.6,11,3,3,201.0,19.2,245.4,215.3,1,Normal,Deficiente,Consumo,191.4,1,9.1
21,36.4,302.04,182,23,18-25,0,Sin hijos,0.322,1,Mujer,1,Primaria incompleta,Casado,199.0,1322.0,125.7,4,1,3,308.6,166.8,542.3,102.1,0,Normal,CPP,Ninguno,0.0,0,0.0
20,69.47,2169.7,152,29,26-30,0,Sin hijos,0.751,1,Hombre,0,Primaria incompleta,Soltero,45.4,1796.0,191.0,15,3,2,24.3,66.9,114.7,110.1,1,Normal,CPP,Consumo,767.3,3,11.7
19,21.79,187.94,112,21,18-25,0,Sin hijos,0.513,3,Hombre,0,Secundaria completa,Soltero,180.6,536.0,193.8,2,2,2,129.0,67.1,214.4,45.6,0,Normal,Normal,Consumo,0.0,0,0.0
19,39.08,294.32,133,27,26-30,1,Con hijos,0.37,1,Hombre,0,Primaria completa,Casado,162.4,791.0,147.1,15,3,1,120.7,111.2,273.8,76.9,1,Normal,Normal,Consumo,6933.5,3,21.4
19,34.44,220.25,169,26,26-30,0,Sin hijos,0.367,1,Mujer,1,Secundaria completa,Soltero,165.3,1095.0,206.4,17,1,3,162.3,52.3,275.4,70.7,0,Deficiente,Normal,Comercial,0.0,0,0.0
19,64.1,1234.83,287,27,26-30,1,Con hijos,0.249,3,Hombre,0,Superior,Casado,175.0,1969.0,125.0,2,3,1,25.4,145.8,229.4,120.6,0,CPP,Normal,Comercial,0.0,0,0.0
20,125.99,4755.22,229,25,18-25,1,Con hijos,0.296,2,Hombre,0,Superior,Soltero,27.6,3256.0,198.9,7,3,3,226.2,146.3,460.4,344.7,1,CPP,Normal,Comercial,2393.7,1,1.0
19,40.72,211.42,136,18,18-25,0,Sin hijos,0.076,3,Mujer,1,Superior,Soltero,241.1,869.0,116.3,16,2,2,54.6,215.2,324.0,115.1,0,Normal,CPP,Ninguno,0.0,0,0.0
19,81.1,916.32,250,25,18-25,1,Con hijos,0.588,2,Hombre,0,Primaria completa,Soltero,97.4,2492.0,82.7,5,1,3,280.0,130.0,542.4,145.7,0,CPP,CPP,Consumo,0.0,0,0.0
21,31.01,233.56,139,27,26-30,0,Sin hijos,0.0,2,Hombre,0,Secundaria incompleta,Soltero,152.1,1231.0,204.1,16,3,3,142.2,71.7,238.2,92.5,1,Normal,Normal,Consumo,1541.0,3,7.6
20,50.47,117.16,47,27,26-30,1,Con hijos,0.406,2,Hombre,0,Primaria completa,Soltero,186.0,1912.0,103.7,19,2,1,165.0,115.2,341.7,100.9,1,Normal,Normal,Ninguno,4108.4,1,7.5
21,21.3,71.7,114,21,18-25,1,Con hijos,0.228,1,Mujer,1,Secundaria completa,Soltero,193.5,884.0,125.6,2,2,2,95.1,30.6,334.3,44.0,1,Normal,Normal,Ninguno,5266.3,1,45.4
19,54.12,2167.67,179,34,31-40,1,Con hijos,0.295,1,Hombre,0,Secundaria completa,Casado,53.5,1095.0,92.5,15,2,2,253.3,70.0,527.0,170.9,1,Normal,Normal,Consumo,1996.6,4,0.9
20,62.31,1180.92,197,23,18-25,0,Sin hijos,0.314,2,Hombre,0,Secundaria completa,Casado,150.3,2752.0,155.9,4,2,2,408.0,182.9,647.0,205.8,0,Normal,Normal,Consumo,0.0,0,0.0
20,31.54,356.24,134,31,31-40,0,Sin hijos,0.689,2,Mujer,1,Secundaria incompleta,Casado,187.4,900.0,219.1,2,2,1,212.6,36.5,365.6,99.3,1,Normal,Normal,Ninguno,2020.3,4,1.6
19,75.41,1039.27,239,31,31-40,2,Con hijos,0.235,4,Hombre,0,Secundaria completa,Casado,145.1,3375.0,34.8,23,3,1,86.9,88.8,248.1,135.4,1,Normal,Normal,Consumo,2846.3,1,24.9
19,73.38,2205.01,232,24,18-25,0,Sin hijos,0.537,1,Hombre,0,Primaria incompleta,Soltero,75.9,1931.0,201.0,10,3,1,278.0,310.2,629.6,256.7,1,Normal,Normal,Consumo,3031.9,3,27.7
21,35.52,321.43,170,35,31-40,1,Con hijos,0.574,3,Hombre,0,Primaria incompleta,Casado,202.4,1129.0,30.7,22,1,3,185.6,78.9,288.5,101.0,0,CPP,Normal,Ninguno,0.0,0,0.0
21,19.48,305.53,109,21,18-25,1,Con hijos,0.049,3,Hombre,0,Secundaria completa,Soltero,203.5,562.0,99.2,24,3,3,86.5,149.1,409.6,49.1,0,Normal,CPP,Consumo,0.0,0,0.0
19,46.44,114.96,118,31,31-40,0,Sin hijos,0.308,3,Hombre,0,Secundaria incompleta,Soltero,139.2,1342.0,62.0,5,1,1,280.5,116.1,465.1,158.3,0,Deficiente,Normal,Comercial,0.0,0,0.0
19,31.18,261.21,120,32,31-40,0,Sin hijos,0.623,1,Hombre,0,Superior,Soltero,170.2,1280.0,173.9,18,1,1,382.9,138.6,575.3,97.7,1,Normal,CPP,Consumo,4724.8,3,6.4
21,185.93,5013.54,194,23,18-25,0,Sin hijos,0.103,3,Hombre,0,Primaria incompleta,Soltero,35.0,7188.0,39.6,4,1,2,296.4,25.4,331.9,536.1,1,Normal,Normal,Consumo,4294.2,1,5.3
19,35.43,239.89,128,33,31-40,0,Sin hijos,0.58,1,Hombre,0,Secundaria completa,Soltero,137.8,1587.0,135.2,1,3,3,115.1,91.0,363.9,112.5,1,Dudoso,Normal,Comercial,2981.0,3,8.0
20,36.57,0.0,100,25,18-25,1,Con hijos,0.397,2,Mujer,1,Secundaria incompleta,Soltero,185.6,1292.0,86.0,18,2,3,411.3,119.2,609.1,83.0,0,Normal,Normal,Consumo,0.0,0,0.0
21,85.55,2143.12,131,29,26-30,1,Con hijos,0.391,3,Hombre,0,Secundaria completa,Soltero,46.9,2702.0,55.4,20,1,2,255.4,69.9,454.4,245.4,1,Deficiente,Deficiente,Ninguno,1346.1,3,3.6
21,36.48,570.69,141,28,26-30,0,Sin hijos,0.41,3,Hombre,0,Secundaria completa,Soltero,195.9,812.0,176.6,6,2,2,183.5,31.1,260.5,68.6,1,Normal,Normal,Consumo,818.7,2,5.4
20,38.43,184.8,141,26,26-30,1,Con hijos,0.451,1,Mujer,1,Superior,Soltero,135.5,1726.0,71.3,20,1,2,116.5,100.4,288.4,133.6,0,Normal,Normal,Consumo,0.0,0,0.0
19,45.29,129.6,98,31,31-40,0,Sin hijos,0.257,3,Hombre,0,Primaria completa,Soltero,233.2,1530.0,72.5,20,3,1,405.8,888.2,1378.6,121.3,1,Normal,CPP,Consumo,1980.0,4,23.0
19,33.97,294.81,149,30,26-30,1,Con hijos,0.361,1,Mujer,1,Superior,Casado,141.6,1274.0,82.3,14,1,1,66.3,48.8,250.5,106.3,0,Deficiente,CPP,Ninguno,0.0,0,0.0
21,39.09,285.67,104,18,18-25,0,Sin hijos,0.456,3,Mujer,1,Primaria completa,Soltero,180.7,1179.0,141.5,10,3,1,206.7,89.4,346.4,90.5,0,Normal,Normal,Consumo,0.0,0,0.0
21,70.74,1396.52,260,36,31-40,1,Con hijos,0.427,2,Hombre,0,Primaria incompleta,Soltero,175.8,2384.0,155.3,18,2,1,21.7,233.0,309.5,213.4,1,Normal,CPP,Consumo,1738.5,3,19.6
20,98.6,1788.53,199,19,18-25,2,Con hijos,0.452,2,Hombre,0,Secundaria incompleta,Soltero,46.4,4296.0,33.3,9,3,1,173.3,194.9,408.6,224.3,0,CPP,Deficiente,Consumo,0.0,0,0.0
21,25.24,348.52,121,32,31-40,0,Sin hijos,0.292,2,Hombre,0,Secundaria completa,Soltero,202.8,610.0,76.0,12,2,3,481.1,174.7,973.8,67.6,1,Normal,CPP,Comercial,2634.1,1,0.6
21,50.01,327.37,136,32,31-40,0,Sin hijos,0.495,3,Hombre,0,Secundaria incompleta,Soltero,130.0,1366.0,111.9,10,3,3,200.8,87.2,393.4,152.8,0,Dudoso,CPP,Consumo,0.0,0,0.0
21,31.6,217.49,107,21,18-25,1,Con hijos,0.419,3,Hombre,0,Secundaria completa,Soltero,223.8,752.0,93.1,24,1,3,81.3,58.9,202.7,54.8,1,Normal,Normal,Ninguno,4939.5,3,14.0
21,17.69,289.61,117,24,18-25,0,Sin hijos,0.163,2,Hombre,0,Secundaria completa,Soltero,173.5,704.0,198.0,24,1,2,107.0,301.0,449.6,39.2,0,CPP,Normal,Ninguno,0.0,0,0.0
21,33.28,393.23,116,21,18-25,1,Con hijos,0.32,2,Hombre,0,Primaria completa,Soltero,152.1,717.0,179.7,21,3,3,154.5,159.2,480.1,86.2,0,Normal,Normal,Consumo,0.0,0,0.0
20,25.19,369.66,100,25,18-25,0,Sin hijos,0.266,1,Hombre,0,Superior,Soltero,162.5,555.0,148.9,19,2,2,131.1,64.9,248.8,54.6,1,Normal,Normal,Consumo,2472.2,4,6.4
19,40.41,67.36,117,25,18-25,0,Sin hijos,0.264,1,Mujer,1,Primaria incompleta,Soltero,201.3,1110.0,94.2,6,2,3,226.4,84.6,385.2,85.6,0,CPP,CPP,Ninguno,0.0,0,0.0
21,25.47,361.83,76,30,26-30,0,Sin hijos,0.329,2,Mujer,1,Secundaria completa,Soltero,152.5,837.0,163.1,14,2,1,110.9,145.5,282.8,52.6,0,Normal,Deficiente,Consumo,0.0,0,0.0
20,27.54,229.11,108,33,31-40,1,Con hijos,0.492,2,Hombre,0,Secundaria incompleta,Soltero,146.8,830.0,190.3,8,3,3,238.5,124.5,474.1,53.9,0,Normal,CPP,Ninguno,0.0,0,0.0
19,13.1,249.74,114,33,31-40,0,Sin hijos,0.306,3,Mujer,1,Secundaria incompleta,Soltero,165.2,277.0,143.0,23,3,1,193.5,32.4,322.1,41.9,0,Perdida,Deficiente,Consumo,0.0,0,0.0
21,27.48,249.79,115,24,18-25,2,Con hijos,0.434,2,Hombre,0,Secundaria incompleta,Soltero,131.8,1207.0,179.0,14,3,1,36.6,92.6,176.8,92.0,0,Normal,Normal,Consumo,0.0,0,0.0
21,38.07,1101.06,238,27,26-30,1,Con hijos,0.409,3,Hombre,0,Primaria completa,Casado,206.6,1668.0,172.3,11,3,3,110.5,12.3,190.3,110.4,1,Deficiente,CPP,Ninguno,809.4,3,16.7
21,49.83,1396.29,246,18,18-25,1,Con hijos,0.283,3,Hombre,0,Secundaria incompleta,Soltero,135.0,1344.0,138.6,24,2,3,210.4,41.0,373.2,77.7,0,Deficiente,Normal,Consumo,0.0,0,0.0
19,177.01,4879.18,232,22,18-25,1,Con hijos,0.248,1,Hombre,0,Primaria completa,Casado,46.3,6777.0,89.3,16,2,1,29.8,252.4,306.4,543.9,0,CPP,Normal,Consumo,0.0,0,0.0
20,39.86,70.88,149,31,31-40,0,Sin hijos,0.53,1,Hombre,0,Primaria completa,Soltero,180.3,1374.0,171.7,20,3,2,82.1,170.4,280.8,102.2,0,Dudoso,Normal,Comercial,0.0,0,0.0
19,168.64,4786.24,187,32,31-40,1,Con hijos,0.322,1,Mujer,1,Primaria completa,Soltero,28.2,4374.0,69.3,6,3,2,87.7,155.4,293.9,508.6,0,Normal,Normal,Ninguno,0.0,0,0.0
21,58.46,1173.43,194,21,18-25,1,Con hijos,0.482,3,Mujer,1,Secundaria incompleta,Soltero,151.8,1552.0,178.1,15,2,3,270.3,93.6,455.8,138.8,1,Deficiente,Deficiente,Consumo,1497.7,3,1.0
19,31.52,423.19,91,24,18-25,1,Con hijos,0.591,2,Hombre,0,Secundaria completa,Soltero,200.4,1018.0,182.9,15,2,1,124.4,239.2,510.3,49.9,1,Normal,Normal,Ninguno,4814.8,3,7.3
21,76.95,2253.77,153,27,26-30,0,Sin hijos,0.465,1,Mujer,1,Secundaria incompleta,Soltero,52.2,2345.0,186.2,14,1,2,197.1,83.9,329.3,220.3,1,Deficiente,Deficiente,Comercial,2343.2,3,0.7
21,20.42,111.23,112,28,26-30,0,Sin hijos,0.112,1,Hombre,0,Secundaria completa,Soltero,214.8,557.0,119.9,21,3,3,872.7,177.3,1095.8,48.8,0,Normal,Normal,Ninguno,0.0,0,0.0
20,195.58,5649.86,182,22,18-25,0,Sin hijos,0.341,1,Hombre,0,Secundaria completa,Soltero,48.2,7860.0,66.6,12,1,3,103.8,66.0,223.0,635.3,1,Deficiente,CPP,Ninguno,453.4,2,11.0
21,179.93,4983.73,161,27,26-30,0,Sin hijos,0.207,1,Mujer,1,Secundaria completa,Soltero,47.2,5764.0,48.9,2,2,1,124.2,11.8,232.7,535.5,0,Dudoso,CPP,Comercial,0.0,0,0.0
21,29.79,430.12,109,24,18-25,1,Con hijos,0.672,2,Hombre,0,Secundaria completa,Casado,156.9,1084.0,171.2,8,2,2,199.7,54.4,275.9,66.1,1,CPP,CPP,Ninguno,6180.6,4,12.9
19,72.38,1100.74,257,28,26-30,0,Sin hijos,0.46,3,Hombre,0,Secundaria incompleta,Soltero,119.6,1790.0,198.4,19,3,3,135.2,93.4,272.2,213.4,1,Normal,Normal,Consumo,1883.8,4,3.8
19,80.13,2236.34,191,30,26-30,0,Sin hijos,0.31,3,Hombre,0,Secundaria completa,Soltero,45.8,2671.0,153.7,14,1,2,86.0,197.3,311.1,199.5,1,Deficiente,CPP,Ninguno,3488.6,1,12.1
19,11.58,364.73,106,27,26-30,2,Con hijos,0.485,3,Hombre,0,Primaria incompleta,Soltero,179.9,324.0,57.4,5,2,3,85.6,63.7,195.1,22.0,1,Normal,Normal,Consumo,3584.0,1,4.6
19,29.53,421.54,110,24,18-25,1,Con hijos,0.414,3,Hombre,0,Secundaria completa,Casado,192.1,979.0,207.6,24,1,3,177.0,94.5,341.3,69.1,1,Normal,CPP,Consumo,1462.6,1,25.1
21,66.77,2367.34,138,27,26-30,0,Sin hijos,0.142,1,Hombre,0,Secundaria completa,Soltero,22.4,2639.0,217.9,9,1,2,191.8,196.5,425.6,129.9,0,Normal,Normal,Comercial,0.0,0,0.0
21,21.98,369.64,122,26,26-30,0,Sin hijos,0.529,3,Hombre,0,Primaria completa,Casado,172.7,862.0,112.3,13,1,2,84.1,75.3,264.5,33.2,1,Normal,Normal,Consumo,5492.6,2,15.2
19,150.97,4809.77,179,24,18-25,2,Con hijos,0.239,3,Hombre,0,Secundaria completa,Soltero,39.6,4356.0,143.0,9,1,1,74.3,102.2,186.0,301.0,1,Normal,Normal,Ninguno,4167.6,3,39.1
20,202.94,4732.78,235,24,18-25,0,Sin hijos,0.513,2,Mujer,1,Iletrado,Soltero,35.2,7581.0,177.7,14,1,1,29.8,97.3,137.4,389.5,0,Normal,Normal,Ninguno,0.0,0,0.0
20,38.41,288.7,69,34,31-40,0,Sin hijos,0.381,2,Hombre,0,Primaria completa,Soltero,218.2,1672.0,169.9,5,3,1,183.9,126.8,327.7,57.9,1,Normal,Deficiente,Consumo,2392.7,4,9.9
19,26.29,378.78,112,29,26-30,0,Sin hijos,0.616,2,Mujer,1,Primaria incompleta,Soltero,187.8,937.0,213.9,2,3,1,134.9,68.0,234.7,80.6,0,Normal,Normal,Consumo,0.0,0,0.0
20,37.73,205.4,132,25,18-25,1,Con hijos,0.464,1,Hombre,0,Secundaria completa,Casado,218.9,894.0,51.8,7,1,2,78.7,104.8,257.7,62.4,0,Normal,CPP,Comercial,0.0,0,0.0
19,45.99,398.58,128,30,26-30,1,Con hijos,0.546,1,Hombre,0,Secundaria completa,Casado,165.4,1701.0,140.3,16,3,1,298.2,135.1,443.8,110.3,1,Normal,Normal,Ninguno,4111.8,3,12.8
20,41.25,456.7,203,25,18-25,2,Con hijos,0.326,1,Hombre,0,Secundaria completa,Soltero,205.8,933.0,161.5,11,2,2,151.6,137.8,318.8,96.3,1,Normal,Deficiente,Ninguno,351.1,2,10.4
21,32.6,101.36,133,32,31-40,1,Con hijos,0.453,2,Hombre,0,Iletrado,Soltero,230.2,1363.0,199.1,11,1,3,209.0,10.8,260.1,60.7,1,CPP,Normal,Consumo,2797.1,2,24.2
21,62.94,949.99,203,31,31-40,2,Con hijos,0.141,4,Hombre,0,Secundaria incompleta,Soltero,191.4,2072.0,196.1,23,3,2,214.7,248.6,552.3,216.1,1,Normal,Normal,Ninguno,1278.6,1,13.7
19,38.98,217.75,120,26,26-30,1,Con hijos,0.381,2,Hombre,0,Secundaria completa,Casado,134.8,1155.0,215.8,12,3,1,92.6,136.6,283.1,105.5,1,Dudoso,CPP,Consumo,605.6,1,0.6
21,82.9,2179.9,108,30,26-30,2,Con hijos,0.177,1,Mujer,1,Primaria completa,Soltero,51.2,1776.0,127.3,13,2,2,50.8,37.6,110.0,259.2,1,Normal,CPP,Consumo,6079.5,4,25.1
21,84.53,1018.71,245,19,18-25,0,Sin hijos,0.229,3,Mujer,1,Secundaria completa,Soltero,141.6,2495.0,187.8,8,2,2,110.7,54.6,198.8,210.7,1,Normal,Normal,Consumo,5999.7,1,15.0
21,173.88,5309.96,179,21,18-25,0,Sin hijos,0.166,3,Mujer,1,Primaria incompleta,Soltero,42.9,7404.0,111.2,24,2,2,204.2,55.6,309.8,512.2,0,Normal,Normal,Consumo,0.0,0,0.0
20,184.24,5031.52,249,21,18-25,0,Sin hijos,0.399,1,Hombre,0,Primaria completa,Soltero,44.9,3781.0,110.2,16,2,2,31.9,58.6,172.1,633.7,1,CPP,Normal,Comercial,821.7,1,23.1
21,26.65,244.73,106,27,26-30,0,Sin hijos,0.378,3,Hombre,0,Secundaria incompleta,Soltero,143.6,849.0,78.1,21,1,2,368.6,195.2,593.8,58.5,0,Normal,Normal,Comercial,0.0,0,0.0
21,45.17,23.42,119,35,31-40,1,Con hijos,0.405,3,Hombre,0,Secundaria completa,Soltero,175.4,1955.0,185.5,1,3,1,252.3,207.9,567.7,113.3,0,Dudoso,Normal,Ninguno,0.0,0,0.0
20,33.98,41.44,103,38,31-40,1,Con hijos,0.374,1,Hombre,0,Primaria incompleta,Soltero,102.3,1015.0,217.3,13,3,2,44.2,157.3,211.6,85.9,1,Normal,Normal,Comercial,1242.0,2,5.0
20,101.05,1195.94,327,32,31-40,1,Con hijos,0.562,4,Mujer,1,Primaria completa,Casado,195.3,3103.0,78.7,11,2,1,101.0,37.6,180.5,352.1,1,Normal,Normal,Consumo,221.8,2,3.9
21,66.66,1569.85,159,30,26-30,1,Con hijos,0.401,2,Hombre,0,Primaria completa,Soltero,47.3,2297.0,40.7,4,3,3,56.1,73.6,218.8,131.1,1,Perdida,Normal,Comercial,2154.2,3,15.6
21,103.04,2356.16,235,18,18-25,0,Sin hijos,0.437,3,Mujer,1,Primaria completa,Soltero,55.8,3253.0,185.0,4,3,2,121.0,50.5,300.8,293.7,0,Normal,Normal,Consumo,0.0,0,0.0
21,79.97,2063.46,199,25,18-25,1,Con hijos,0.314,3,Hombre,0,Primaria completa,Soltero,50.4,1936.0,147.8,15,3,3,76.2,55.0,206.1,142.1,1,Dudoso,Normal,Comercial,4583.9,2,5.0
21,25.49,725.27,137,23,18-25,0,Sin hijos,0.572,3,Hombre,0,Secundaria incompleta,Soltero,213.1,522.0,212.3,3,2,1,258.3,65.9,396.7,85.5,0,Dudoso,CPP,Consumo,0.0,0,0.0
20,27.16,585.0,134,23,18-25,0,Sin hijos,0.584,2,Hombre,0,Secundaria completa,Soltero,73.7,957.0,77.9,24,3,2,47.7,54.3,171.6,72.8,0,Dudoso,Normal,Consumo,0.0,0,0.0
19,28.8,211.59,134,26,26-30,1,Con hijos,0.394,3,Hombre,0,Secundaria incompleta,Casado,172.4,1239.0,43.5,19,3,3,151.8,57.6,247.9,92.7,0,Deficiente,Normal,Consumo,0.0,0,0.0
19,83.36,2076.42,103,25,18-25,0,Sin hijos,0.312,3,Mujer,1,Secundaria completa,Soltero,53.4,1889.0,123.6,21,3,1,42.6,120.6,211.7,274.3,1,Normal,Normal,Ninguno,4073.4,4,11.8
21,37.23,388.15,114,18,18-25,0,Sin hijos,0.158,2,Hombre,0,Secundaria completa,Casado,157.1,941.0,46.2,2,1,3,351.6,77.4,503.9,97.3,0,Normal,Deficiente,Comercial,0.0,0,0.0
19,26.26,494.28,148,30,26-30,1,Con hijos,0.27,1,Hombre,0,Primaria incompleta,Casado,233.4,768.0,79.7,6,1,2,93.2,244.5,453.4,75.2,1,Normal,Normal,Ninguno,2064.4,1,20.6
19,31.76,0.0,121,21,18-25,1,Con hijos,0.075,1,Mujer,1,Primaria incompleta,Soltero,141.9,1277.0,53.9,22,3,2,333.9,16.0,402.1,92.0,1,Perdida,Normal,Consumo,10556.5,4,1.5
21,53.42,0.0,80,28,26-30,1,Con hijos,0.263,1,Mujer,1,Secundaria completa,Soltero,200.0,1428.0,72.6,24,3,2,342.3,108.5,520.7,129.3,1,Normal,Normal,Ninguno,2431.1,3,20.0
21,96.19,997.27,246,41,41+,0,Sin hijos,0.454,3,Mujer,1,Primaria incompleta,Soltero,162.7,4045.0,50.2,8,3,1,75.2,74.6,196.2,227.9,0,Normal,Deficiente,Consumo,0.0,0,0.0
19,83.54,2248.68,230,23,18-25,0,Sin hijos,0.392,1,Mujer,1,Primaria incompleta,Soltero,73.9,1786.0,211.2,17,3,3,173.3,205.0,436.1,156.4,0,Deficiente,Normal,Ninguno,0.0,0,0.0
19,72.53,1243.43,305,18,18-25,1,Con hijos,0.748,3,Hombre,0,Iletrado,Casado,132.0,3157.0,82.9,5,3,1,160.4,106.7,282.3,164.5,1,Normal,Normal,Consumo,2001.4,3,1.3
20,33.2,399.27,121,25,18-25,2,Con hijos,0.344,3,Mujer,1,Secundaria completa,Soltero,147.3,1129.0,114.3,2,3,3,67.3,70.8,208.9,115.6,1,CPP,Normal,Consumo,949.2,1,1.3
19,173.34,4544.39,251,30,26-30,3,Con hijos,0.233,3,Mujer,1,Secundaria incompleta,Soltero,49.0,6322.0,200.7,12,1,1,296.3,95.2,532.4,353.6,1,Dudoso,CPP,Ninguno,5030.9,1,7.5
21,61.66,1523.96,158,37,31-40,1,Con hijos,0.559,3,Mujer,1,Superior,Soltero,61.4,1800.0,158.7,5,2,2,113.4,16.3,254.8,186.5,0,CPP,Normal,Ninguno,0.0,0,0.0
19,151.57,5161.7,144,21,18-25,1,Con hijos,0.011,1,Mujer,1,Secundaria completa,Soltero,22.6,5994.0,147.4,10,3,3,27.1,55.0,115.8,245.3,1,CPP,Normal,Ninguno,3411.6,1,1.6
21,116.29,4655.84,176,27,26-30,1,Con hijos,0.078,1,Mujer,1,Secundaria incompleta,Casado,32.6,2810.0,164.1,9,3,3,184.0,274.3,488.4,283.1,1,CPP,Deficiente,Consumo,446.0,2,18.5
21,35.99,0.0,169,24,18-25,0,Sin hijos,0.5,1,Mujer,1,Secundaria incompleta,Soltero,186.5,764.0,187.5,20,3,3,17.0,184.3,263.4,58.2,0,CPP,Deficiente,Ninguno,0.0,0,0.0
21,38.47,260.57,114,26,26-30,2,Con hijos,0.371,3,Hombre,0,Primaria completa,Casado,202.3,1150.0,196.8,8,2,1,125.6,114.4,256.8,94.3,0,Normal,Deficiente,Consumo,0.0,0,0.0
19,65.24,1308.61,238,44,41+,1,Con hijos,0.374,4,Hombre,0,Primaria completa,Casado,131.6,2697.0,152.1,1,3,2,163.5,59.6,334.5,101.4,1,Normal,Normal,Consumo,2503.3,3,10.3
20,197.35,4867.68,201,19,18-25,0,Sin hijos,0.159,3,Mujer,1,Primaria incompleta,Soltero,8.9,7672.0,199.1,24,3,3,178.1,114.2,328.4,538.1,0,Normal,Normal,Ninguno,0.0,0,0.0
20,54.84,1033.39,334,30,26-30,1,Con hijos,0.436,3,Mujer,1,Primaria incompleta,Casado,167.7,1806.0,131.7,6,2,1,98.7,119.2,329.0,146.6,1,CPP,Normal,Comercial,2465.7,4,8.3
19,51.5,1099.06,322,31,31-40,2,Con hijos,0.279,4,Hombre,0,Primaria incompleta,Casado,115.4,1767.0,82.7,24,3,3,178.1,195.7,408.1,159.4,1,CPP,CPP,Ninguno,1158.3,1,1.0
21,80.37,2010.35,248,33,31-40,1,Con hijos,0.411,2,Hombre,0,Primaria completa,Soltero,24.7,1868.0,197.2,22,2,2,23.3,7.3,89.5,214.3,1,Normal,CPP,Consumo,2205.4,2,14.4
20,86.66,837.54,241,29,26-30,2,Con hijos,0.226,2,Hombre,0,Secundaria incompleta,Soltero,67.0,3555.0,132.9,11,2,3,199.1,25.1,387.5,290.5,0,Normal,CPP,Ninguno,0.0,0,0.0
21,95.57,976.89,262,30,26-30,1,Con hijos,0.373,4,Mujer,1,Superior,Soltero,176.4,3792.0,202.2,3,3,2,187.7,119.4,395.1,293.1,0,Normal,Deficiente,Comercial,0.0,0,0.0
19,27.41,317.0,77,25,18-25,0,Sin hijos,0.704,2,Hombre,0,Secundaria incompleta,Soltero,177.5,998.0,37.6,15,1,1,201.0,128.1,398.1,48.4,1,Normal,CPP,Comercial,4606.6,3,15.3
19,42.79,287.06,167,28,26-30,1,Con hijos,0.336,2,Mujer,1,Superior,Soltero,165.1,1354.0,105.5,11,1,1,133.3,162.3,377.0,86.9,0,Normal,Normal,Consumo,0.0,0,0.0
21,157.04,4954.72,166,24,18-25,0,Sin hijos,0.28,2,Mujer,1,Secundaria incompleta,Casado,51.9,6927.0,210.1,24,3,2,120.0,85.7,229.5,243.8,0,Deficiente,Normal,Ninguno,0.0,0,0.0
20,69.58,915.18,258,32,31-40,1,Con hijos,0.37,4,Hombre,0,Secundaria incompleta,Soltero,171.1,2921.0,77.4,5,2,2,128.5,109.7,388.8,158.1,0,Deficiente,Normal,Ninguno,0.0,0,0.0
20,40.84,211.58,90,25,18-25,1,Con hijos,0.426,2,Hombre,0,Secundaria incompleta,Soltero,229.6,1475.0,208.9,16,2,1,129.7,180.3,428.1,102.9,0,Normal,Normal,Consumo,0.0,0,0.0
20,38.52,0.0,105,28,26-30,1,Con hijos,0.47,2,Mujer,1,Primaria completa,Soltero,124.3,1129.0,211.2,21,2,2,341.0,262.0,662.6,130.7,0,CPP,Normal,Ninguno,0.0,0,0.0
19,16.24,265.58,97,26,26-30,0,Sin hijos,0.439,2,Mujer,1,Primaria incompleta,Casado,171.8,576.0,197.6,7,3,2,259.5,40.2,371.6,41.3,1,Normal,CPP,Consumo,1667.0,1,8.7
21,46.77,453.14,104,32,31-40,1,Con hijos,0.442,2,Mujer,1,Superior,Casado,116.4,1608.0,137.1,6,1,3,67.1,50.6,196.1,143.2,1,Deficiente,Normal,Ninguno,1904.7,1,5.3
19,97.7,1734.47,152,27,26-30,1,Con hijos,0.373,3,Hombre,0,Superior,Soltero,51.6,2917.0,152.9,9,2,1,26.0,64.9,228.0,198.9,0,Normal,CPP,Ninguno,0.0,0,0.0
20,142.36,4728.52,191,18,18-25,0,Sin hijos,0.315,2,Mujer,1,Primaria incompleta,Soltero,35.5,3939.0,195.2,7,2,1,80.1,78.3,290.6,257.1,0,Dudoso,CPP,Consumo,0.0,0,0.0
20,35.96,288.18,148,33,31-40,1,Con hijos,0.368,2,Hombre,0,Primaria completa,Soltero,194.9,1085.0,177.4,3,3,2,200.4,155.8,368.0,112.2,1,Normal,Normal,Comercial,4706.2,2,10.9
